0
"[[3.070000e+02 1.000000e+00 1.284578e+05 4.184000e+02 1.031300e+03
  9.900000e+01 7.540000e+02 2.400000e+00 1.238853e+05 1.643000e+02
  6.653000e+02 6.510000e+01 2.123050e+04 2.820000e+01 2.501000e+02
  9.000000e-01 7.518700e+04 6.350000e+02 2.000000e+00 4.776100e+04
  7.520000e+01 2.001000e+02 6.210000e+01 2.706800e+03 4.300000e+00
  1.169000e+02 3.000000e-01 4.188000e+02]]"
"[[1.03000e+02 1.10000e+00 4.35663e+04 4.23000e+02 8.65400e+02 9.97000e+01
  1.93000e+02 2.10000e+00 3.19992e+04 1.65800e+02 5.65700e+02 6.51000e+01
  6.60980e+03 3.42000e+01 2.17200e+02 2.20000e+00 1.75490e+04 1.57000e+02
  1.70000e+00 1.18140e+04 7.52000e+01 2.00100e+02 6.28000e+01 7.10500e+02
  4.50000e+00 2.00000e+01 5.00000e-01 5.06600e+02]]"
"[[2.180000e+02 9.000000e-01 8.918180e+04 4.091000e+02 1.031500e+03
  1.328000e+02 5.900000e+02 2.500000e+00 1.018333e+05 1.726000e+02
  1.264500e+03 6.300000e+01 1.461550e+04 2.480000e+01 1.854000e+02
  9.000000e-01 6.945500e+04 4.880000e+02 2.100000e+00 3.677890e+04
  7.540000e+01 1.667000e+02 6.370000e+01 2.276600e+03 4.700000e+00
  1.276000e+02 3.000000e-01 4.062000e+02]]"
"[[1.36000e+02 1.00000e+00 4.21994e+04 3.10300e+02 7.65400e+02 1.99400e+02
  3.05000e+02 2.30000e+00 7.18401e+04 2.35500e+02 2.76180e+03 6.62000e+01
  5.01150e+03 1.64000e+01 1.45200e+02 3.00000e-01 4.55010e+04 2.25000e+02
  1.70000e+00 1.61891e+04 7.20000e+01 1.33300e+02 5.66000e+01 9.98400e+02
  4.40000e+00 3.75000e+01 3.00000e-01 5.28800e+02]]"
"[[7.60000e+01 8.00000e-01 3.07334e+04 4.04400e+02 1.03160e+03 2.66400e+02
  2.07000e+02 2.30000e+00 4.39618e+04 2.12400e+02 9.65100e+02 6.63000e+01
  4.61140e+03 2.23000e+01 2.54200e+02 1.20000e+00 1.50020e+04 1.72000e+02
  1.90000e+00 1.28324e+04 7.46000e+01 2.33100e+02 5.63000e+01 1.62590e+03
  9.50000e+00 1.13490e+03 4.00000e-01 4.52100e+02]]"
"[[1.78000e+02 1.10000e+00 4.87181e+04 2.73700e+02 6.32300e+02 9.99000e+01
  3.76000e+02 2.30000e+00 8.99129e+04 2.39100e+02 2.02960e+03 6.53000e+01
  5.87000e+03 1.56000e+01 8.14000e+01 9.00000e-01 5.83110e+04 2.62000e+02
  1.60000e+00 1.90071e+04 7.25000e+01 1.33300e+02 6.15000e+01 1.05110e+03
  4.00000e+00 2.64000e+01 4.00000e-01 5.48300e+02]]"
"[[1.03000e+02 9.00000e-01 2.68613e+04 2.60800e+02 3.99300e+02 1.66400e+02
  2.84000e+02 2.40000e+00 6.83809e+04 2.40800e+02 2.66130e+03 6.53000e+01
  4.86220e+03 1.71000e+01 1.39600e+02 1.30000e+00 5.14400e+04 2.32000e+02
  2.00000e+00 1.71876e+04 7.41000e+01 1.33200e+02 6.29000e+01 1.32750e+03
  5.70000e+00 3.49000e+01 4.00000e-01 4.26300e+02]]"
"[[2.460000e+02 1.000000e+00 7.788980e+04 3.166000e+02 9.318000e+02
  9.990000e+01 6.520000e+02 2.700000e+00 1.142425e+05 1.752000e+02
  5.991000e+02 6.420000e+01 1.216140e+04 1.870000e+01 1.408000e+02
  1.000000e+00 7.600800e+04 5.360000e+02 2.200000e+00 4.032340e+04
  7.520000e+01 1.664000e+02 5.300000e+01 2.260500e+03 4.200000e+00
  2.270000e+01 3.000000e-01 3.746000e+02]]"
"[[1.49000e+02 1.10000e+00 4.02435e+04 2.70100e+02 5.99000e+02 9.99000e+01
