0
"[[ 499]
 [ 465]
 [ 132]
 [ 399]
 [ 199]
 [ 665]
 [ 532]
 [ 299]
 [ 299]
 [ 232]
 [ 233]
 [ 199]
 [  65]
 [ 365]
 [ 232]
 [ 366]
 [ 165]
 [ 133]
 [ 299]
 [  66]
 [  99]
 [ 199]
 [  66]
 [ 133]
 [ 232]
 [ 265]
 [  66]
 [ 132]
 [ 865]
 [ 330]
 [  99]
 [ 500]
 [ 366]
 [1064]
 [ 332]
 [  64]
 [ 166]
 [ 166]
 [ 233]
 [  99]
 [  66]
 [  66]
 [ 132]
 [  66]
 [ 266]
 [ 133]
 [  98]
 [ 599]
 [ 465]
 [ 831]
 [  99]
 [  99]
 [ 233]
 [ 332]
 [ 133]
 [ 166]
 [ 267]
 [  99]
 [ 133]
 [ 199]
 [ 199]
 [  99]
 [ 199]
 [ 499]
 [ 198]
 [  99]
 [ 132]
 [  66]
 [ 199]
 [ 732]
 [ 432]
 [ 266]
 [ 165]
 [ 231]
 [  99]
 [  66]
 [ 199]
 [ 499]
 [ 135]
 [  99]
 [ 465]
 [  99]
 [  66]
 [  99]
 [ 332]
 [ 133]
 [ 635]
 [ 232]
 [ 132]
 [  99]
 [ 233]
 [ 898]
 [ 200]
 [ 166]
 [ 399]
 [ 133]
 [  66]
 [ 133]
 [ 298]
 [  99]
 [ 166]
 [ 133]
 [ 399]
 [ 232]
 [ 166]
 [  99]
 [ 105]
 [ 166]
 [  99]
 [  66]
 [  66]
 [ 131]
 [ 165]
 [ 499]
 [ 232]
 [1729]
 [ 166]
 [1064]
 [  65]
 [ 265]
 [  66]
 [ 101]
 [ 133]
 [ 133]
 [  99]
 [ 100]
 [  63]
 [ 798]
 [  66]
 [ 432]
 [ 132]
 [  99]
 [ 199]
 [  99]
 [ 598]
 [ 233]
 [ 301]
 [ 366]
 [ 166]
 [ 133]
 [ 332]
 [  67]
 [ 266]
 [ 133]
 [ 165]
 [  99]
 [  99]
 [ 203]
 [ 200]
 [  66]
 [ 226]
 [ 232]
 [ 432]
 [ 366]
 [  99]
 [  99]
 [  99]
 [  99]
 [ 134]
 [  66]
 [ 166]
 [  66]
 [ 132]
 [  66]
 [ 133]
 [ 332]
 [1297]
 [  99]
 [  67]
 [  66]
 [ 365]
 [  99]
 [  99]
 [ 465]
 [  99]
 [ 100]
 [ 366]
 [ 199]
 [ 266]
 [ 299]
 [ 232]
 [  99]
 [ 166]
 [ 166]
 [  66]
 [ 199]
 [  99]
 [ 133]
 [ 332]
 [ 131]
 [ 366]
 [ 266]
 [ 166]
 [ 166]
 [ 133]
 [ 132]
 [  67]
 [  66]
 [ 266]
 [  99]
 [ 232]
 [ 133]
 [  66]
 [  99]
 [  99]
 [  66]
 [  99]
 [ 166]
 [ 432]
 [  99]
 [ 167]
 [ 199]
 [ 133]
 [  99]
 [ 133]
 [ 133]
 [ 133]
 [ 466]
 [ 166]
 [ 332]
 [ 199]
 [ 133]
 [ 135]
 [  66]
 [ 266]
 [ 166]
 [  66]
 [ 232]
 [ 232]
 [  66]
 [  66]
 [ 332]
 [ 233]
 [  66]
 [ 266]
 [ 233]
 [ 266]
 [ 166]
 [ 166]
 [ 266]
 [ 299]
 [ 133]
 [  99]
 [  99]
 [ 266]
 [ 167]
 [  66]
 [  99]
 [ 332]
 [ 399]
 [ 232]
 [ 233]
 [ 199]
 [ 166]
 [ 133]
 [  66]
 [  66]
 [  99]
 [ 133]
 [ 366]
 [  66]
 [ 232]
 [ 266]
 [ 299]
 [  66]
 [ 299]
 [  99]
 [  66]
 [  66]
 [ 199]
 [  67]
 [ 965]
 [ 101]
 [ 166]
 [ 199]
 [  99]
 [ 166]
 [  99]
 [ 133]
 [ 232]
 [ 199]
 [  66]
 [ 133]
 [ 132]
 [  65]
 [ 100]
 [ 266]
 [  66]
 [  66]
 [ 133]
 [ 199]
 [ 133]
 [  65]
 [  99]
 [  99]
 [ 599]
 [  99]
 [  66]
 [ 166]
 [ 166]
 [  66]
 [  99]
 [ 166]
 [  99]
 [  66]
 [  66]
 [ 167]
 [ 166]
 [  66]
 [ 232]
 [ 232]
 [  66]
 [  66]
 [ 399]
 [ 332]
 [ 199]
 [ 166]
 [ 199]
 [ 232]
 [ 133]
 [ 232]
 [ 499]
 [  99]
 [  99]
 [  99]
 [  99]
 [  99]
 [ 166]
 [ 166]
 [ 166]
 [  99]
 [  99]
 [  99]
 [ 166]
 [  66]
 [ 133]
 [ 232]
 [  66]
 [ 100]
 [  66]
 [ 100]
 [ 432]
 [ 100]
 [  66]
 [  66]
 [  99]
 [ 133]
 [  99]
 [ 133]
 [ 100]
 [ 132]
 [ 199]
 [ 166]
 [  99]
 [ 299]
 [  99]
 [  66]
 [  99]
 [ 299]
 [ 199]
 [  66]
