0
"[[  67]
 [1730]
 [ 299]
 [ 133]
 [ 233]
 [ 266]
 [ 266]
 [  99]
 [ 199]
 [ 332]
 [  99]
 [  66]
 [  67]
 [  99]
 [ 166]
 [  99]
 [  66]
 [  99]
 [  64]
 [  66]
 [ 266]
 [  99]
 [  99]
 [ 232]
 [ 100]
 [ 166]
 [  65]
 [  66]
 [ 166]
 [ 100]
 [ 101]
 [  66]
 [  66]
 [ 133]
 [  66]
 [  66]
 [  99]
 [ 133]
 [  99]
 [ 133]
 [  99]
 [  66]
 [  99]
 [  99]
 [ 199]
 [  66]
 [ 199]
 [ 232]
 [ 232]
 [ 133]
 [ 233]
 [ 499]
 [ 199]
 [ 199]
 [ 266]
 [  99]
 [ 233]
 [  66]
 [  66]
 [ 100]
 [ 199]
 [ 232]
 [ 198]
 [ 232]
 [ 465]
 [ 632]
 [ 499]
 [ 232]
 [ 498]
 [ 199]
 [ 232]
 [ 266]
 [ 166]
 [ 199]
 [ 199]
 [ 166]
 [ 133]
 [ 465]
 [ 432]
 [ 965]
 [1065]
 [1896]
 [2462]
 [3660]
 [  99]
 [  99]
 [ 432]
 [ 366]
 [ 632]
 [1064]
 [ 201]
 [ 399]
 [ 399]
 [ 269]
 [ 166]
 [1031]
 [ 665]
 [1464]
 [ 332]
 [ 100]
 [  96]
 [ 133]
 [ 166]
 [ 166]
 [ 166]
 [  99]
 [ 432]
 [ 199]
 [ 132]
 [ 199]
 [ 100]
 [ 133]
 [ 102]
 [ 199]
 [ 199]
 [ 100]
 [ 233]
 [  66]
 [ 166]
 [  99]
 [  99]
 [ 299]
 [ 432]
 [ 565]
 [1330]
 [ 132]
 [2528]
 [2129]
 [2262]
 [  66]
 [ 200]
 [  67]
 [ 166]
 [  65]
 [ 332]
 [ 100]
 [ 332]
 [ 166]
 [ 299]
 [ 565]
 [  99]
 [ 166]
 [  99]
 [ 133]
 [ 232]
 [ 299]
 [ 432]
 [  66]
 [  66]
 [  99]
 [  66]
