0
"[[58.5 39.  83.   8. ]
 [61.5 40.5  1.   4. ]
 [63.  42.   9.  11. ]
 ...
 [72.  50.   0.   4. ]
 [72.  50.5  0.   1. ]
 [71.5 50.   5.   1. ]]"
"[[ 88.6  54.    7.    9. ]
 [ 90.4  84.   39.  151. ]
 [ 91.   86.    4.    2. ]
 ...
 [ 30.   17.5   2.    6. ]
 [ 32.1  19.1  11.   22. ]
 [ 34.   20.3   0.    2. ]]"
"[[90.6 89.2  5.  14. ]
 [89.6 83.3  7.  12. ]
 [69.3 44.5  8.  14. ]
 ...
 [75.5 50.  12.   7. ]
 [84.3 55.   4.   6. ]
 [85.7 57.   7.   8. ]]"
"[[70.  44.7 11.  11. ]
 [73.5 46.5  2.   0. ]
 [74.  46.   0.   3. ]
 ...
 [90.  57.   4.   6. ]
 [90.  58.  10.  14. ]
 [86.5 68.2  5.   8. ]]"
"[[ 67.6  64.   16.  156. ]
 [ 69.   66.3   1.    1. ]
 [ 71.   69.5   0.    5. ]
 ...
 [ 78.7  54.6  19.    4. ]
 [ 68.1  46.9  12.   15. ]
 [ 63.9  43.4   7.   13. ]]"
"[[55.8 37.8 24.  29. ]
 [56.  36.   5.   3. ]
 [59.5 39.   0.   1. ]
 ...
 [54.3 36.   9.   9. ]
 [58.9 38.   6.  11. ]
 [54.5 34.7 20.  20. ]]"
"[[77.5 69.   1.   5. ]
 [79.8 71.4 20.   8. ]
 [76.  50.8 24.  27. ]
 [64.4 44.6 17.   8. ]
 [63.7 45.9  6.   4. ]
 [68.5 49.   2.   0. ]
 [72.4 55.9  2.   7. ]
 [69.5 54.   3.   2. ]
 [69.  53.   1.   2. ]
 [68.5 46.3  6.   7. ]
 [65.1 44.6  3.  19. ]
 [62.3 42.5  3.   2. ]
 [62.5 41.5  6.   7. ]
 [63.5 42.4 14.   6. ]
 [65.5 44.   8.   9. ]
 [67.  43.3  4.   3. ]
 [67.  45.5  9.   2. ]
 [67.  44.5  0.   0. ]
 [67.5 46.   7.   3. ]
 [69.3 47.8  4.  10. ]
 [69.4 46.8 17.  11. ]
 [68.1 45.7  5.   9. ]
 [66.  46.5  5.   1. ]
 [64.9 45.1 11.   9. ]
 [69.  48.   3.   2. ]
 [69.8 46.3 10.   8. ]
 [68.9 44.9 14.  31. ]
 [66.7 41.3  4.  24. ]
 [64.1 39.1  6.   3. ]
 [65.4 40.8  7.   6. ]
 [68.  43.7 26.  28. ]
