0
"[[1.540000e+02 7.000000e-01 5.963360e+04 3.872000e+02 8.319000e+02
  1.000000e+02 3.410000e+02 1.500000e+00 1.412043e+05 4.141000e+02
  4.625800e+03 6.490000e+01 7.240700e+03 2.120000e+01 1.740000e+02
  1.000000e-01 3.338400e+04 2.460000e+02 1.100000e+00 1.941300e+04
  7.890000e+01 2.003000e+02 6.340000e+01 1.846800e+03 7.500000e+00
  5.580000e+01 4.000000e-01 8.095000e+02]]"
"[[8.90000e+01 6.00000e-01 3.65343e+04 4.10500e+02 8.98300e+02 1.65800e+02
  3.25000e+02 2.30000e+00 7.46989e+04 2.29800e+02 1.33090e+03 6.53000e+01
  5.56200e+03 1.71000e+01 2.25300e+02 2.00000e-01 2.08550e+04 2.97000e+02
  2.10000e+00 2.36094e+04 7.95000e+01 2.65700e+02 6.41000e+01 1.60930e+03
  5.40000e+00 1.25000e+02 4.00000e-01 3.86200e+02]]"
"[[8.00000e+01 8.00000e-01 3.30373e+04 4.13000e+02 9.97900e+02 9.93000e+01
  2.17000e+02 2.20000e+00 4.71693e+04 2.17400e+02 1.16450e+03 6.62000e+01
  3.67030e+03 1.69000e+01 3.68500e+02 1.10000e+00 2.91660e+04 1.88000e+02
  1.90000e+00 1.51465e+04 8.06000e+01 1.99700e+02 6.50000e+01 2.60590e+03
  1.39000e+01 8.22200e+02 3.00000e-01 4.36100e+02]]"
"[[1.850000e+02 8.000000e-01 6.854270e+04 3.705000e+02 9.982000e+02
  9.630000e+01 5.480000e+02 2.300000e+00 1.159767e+05 2.116000e+02
  1.730200e+03 5.990000e+01 1.187230e+04 2.170000e+01 4.144000e+02
  8.000000e-01 6.601700e+04 5.200000e+02 2.200000e+00 4.152620e+04
  7.990000e+01 2.330000e+02 6.320000e+01 6.526100e+03 1.260000e+01
  1.304100e+03 4.000000e-01 3.738000e+02]]"
"[[1.570000e+02 8.000000e-01 6.095500e+04 3.882000e+02 9.650000e+02
  1.662000e+02 5.180000e+02 2.500000e+00 1.049452e+05 2.026000e+02
  1.131300e+03 6.600000e+01 1.223710e+04 2.360000e+01 6.432000e+02
  4.000000e-01 5.896600e+04 4.400000e+02 2.100000e+00 3.411830e+04
  7.750000e+01 2.664000e+02 6.240000e+01 2.383300e+03 5.400000e+00
  5.540000e+01 3.000000e-01 3.908000e+02]]"
"[[8.90000e+01 7.00000e-01 3.09160e+04 3.47400e+02 8.65000e+02 9.97000e+01
  2.58000e+02 2.00000e+00 6.59177e+04 2.55500e+02 4.45890e+03 6.29000e+01
  7.17960e+03 2.78000e+01 2.93800e+02 4.00000e-01 3.63160e+04 2.81000e+02
  2.20000e+00 2.34893e+04 8.36000e+01 2.66100e+02 6.51000e+01 2.85640e+03
  1.02000e+01 4.49000e+01 3.00000e-01 3.68000e+02]]"
"[[3.70000e+01 7.00000e-01 1.29112e+04 3.49000e+02 6.65800e+02 1.66400e+02
  1.48000e+02 3.00000e+00 2.06561e+04 1.39600e+02 5.65600e+02 6.61000e+01
  5.04710e+03 3.41000e+01 1.59800e+02 8.00000e-01 2.01140e+04 1.64000e+02
  3.30000e+00 1.38775e+04 8.46000e+01 2.66300e+02 6.30000e+01 1.39230e+03
  8.50000e+00 4.49000e+01 4.00000e-01 2.14100e+02]]"
"[[1.29000e+02 1.10000e+00 4.96831e+04 3.85100e+02 9.31700e+02 9.97000e+01
  2.75000e+02 2.30000e+00 4.00312e+04 1.45600e+02 7.64700e+02 5.95000e+01
  1.00305e+04 3.65000e+01 3.60900e+02 7.00000e-01 3.30290e+04 2.73000e+02
  2.30000e+00 2.32099e+04 8.50000e+01 2.66100e+02 6.11000e+01 2.83820e+03
  1.04000e+01 2.07400e+02 4.00000e-01 3.53400e+02]]"
"[[1.15000e+02 9.00000e-01 4.51924e+04 3.93000e+02 9.64900e+02 2.98900e+02
  3.39000e+02 2.60000e+00 5.72627e+04 1.68900e+02 1.06470e+03 6.56000e+01
  8.32820e+03 2.46000e+01 1.66700e+02 1.10000e+00 3.60330e+04 2.92000e+02
  2.30000e+00 2.19917e+04 7.53000e+01 1.99600e+02 6.13000e+01 1.36700e+03
  4.70000e+00 1.79400e+02 4.00000e-01 3.60900e+02]]"
"[[1.10000e+02 1.10000e+00 4.44665e+04 4.04200e+02 9.31600e+02 9.98000e+01
  2.00000e+02 2.10000e+00 3.75957e+04 1.88000e+02 7.98500e+02 6.62000e+01
  3.12860e+03 1.56000e+01 1.73300e+02 4.00000e-01 2.49410e+04 1.46000e+02
  1.50000e+00 1.09814e+04 7.52000e+01 1.66400e+02 6.49000e+01 1.02350e+03
  7.00000e+00 3.31000e+01 4.00000e-01 5.87500e+02]]"
"[[2.450000e+02 9.000000e-01 9.979770e+04 4.073000e+02 9.981000e+02
  1.334000e+02 4.200000e+02 1.600000e+00 1.358603e+05 3.235000e+02
  3.760000e+03 6.620000e+01 6.252800e+03 1.490000e+01 1.441000e+02
  4.000000e-01 3.434800e+04 2.640000e+02 1.000000e+00 1.952360e+04
  7.400000e+01 1.665000e+02 6.460000e+01 1.406300e+03 5.300000e+00
  3.190000e+01 3.000000e-01 9.135000e+02]]"
"[[1.88000e+02 1.10000e+00 5.72369e+04 3.04500e+02 6.98700e+02 9.98000e+01
  4.07000e+02 2.40000e+00 8.80808e+04 2.16400e+02 1.36440e+03 6.56000e+01
  6.87990e+03 1.69000e+01 1.39000e+02 6.00000e-01 5.59580e+04 2.74000e+02
  1.60000e+00 2.06195e+04 7.53000e+01 1.66400e+02 6.25000e+01 1.92080e+03
  7.00000e+00 2.92000e+01 5.00000e-01 5.54000e+02]]"
"[[2.06000e+02 1.00000e+00 8.93135e+04 4.33600e+02 1.03160e+03 9.99000e+01
  4.28000e+02 2.10000e+00 8.23586e+04 1.92400e+02 9.98200e+02 6.52000e+01
  6.69160e+03 1.56000e+01 4.22700e+02 1.00000e-01 4.98540e+04 2.84000e+02
  1.40000e+00 2.07023e+04 7.29000e+01 1.67800e+02 6.42000e+01 9.76950e+03
  3.44000e+01 3.70210e+03 4.00000e-01 6.36700e+02]]"
"[[8.60000e+01 1.00000e+00 3.01767e+04 3.50900e+02 6.65500e+02 9.98000e+01
  2.05000e+02 2.30000e+00 4.38540e+04 2.13900e+02 9.98200e+02 6.60000e+01
  2.87650e+03 1.40000e+01 9.78000e+01 8.00000e-01 1.90440e+04 1.48000e+02
  1.70000e+00 1.15175e+04 7.78000e+01 1.66400e+02 6.49000e+01 6.80400e+02
  4.60000e+00 3.48000e+01 3.00000e-01 5.10600e+02]]"
"[[1.29000e+02 1.00000e+00 4.28057e+04 3.31800e+02 9.98400e+02 9.98000e+01
  3.35000e+02 2.50000e+00 6.37487e+04 1.90300e+02 7.65300e+02 6.63000e+01
  6.52710e+03 1.95000e+01 2.59100e+02 6.00000e-01 5.06090e+04 2.69000e+02
  2.00000e+00 2.09036e+04 7.77000e+01 1.66500e+02 6.32000e+01 2.15870e+03
  8.00000e+00 4.20000e+01 4.00000e-01 4.15700e+02]]"
"[[1.810000e+02 1.000000e+00 5.944090e+04 3.284000e+02 7.653000e+02
  9.980000e+01 4.160000e+02 2.200000e+00 1.041328e+05 2.503000e+02
  1.464000e+03 6.470000e+01 5.573400e+03 1.340000e+01 1.691000e+02
  6.000000e-01 5.511100e+04 2.670000e+02 1.400000e+00 2.024990e+04
  7.580000e+01 1.713000e+02 6.500000e+01 1.800600e+03 6.700000e+00
  3.570000e+01 5.000000e-01 6.279000e+02]]"
"[[7.10000e+01 9.00000e-01 2.98513e+04 4.20400e+02 7.98600e+02 2.99800e+02
  1.68000e+02 2.20000e+00 3.15013e+04 1.87500e+02 8.98400e+02 6.18000e+01
  3.18430e+03 1.90000e+01 3.04700e+02 6.00000e-01 2.32900e+04 1.48000e+02
  1.90000e+00 1.14175e+04 7.71000e+01 1.99800e+02 6.49000e+01 1.08920e+03
  7.40000e+00 4.15000e+01 3.00000e-01 4.34100e+02]]"
"[[7.70000e+01 7.00000e-01 2.44738e+04 3.17800e+02 6.32200e+02 1.10100e+02
  2.77000e+02 2.70000e+00 5.88685e+04 2.12500e+02 1.06480e+03 6.34000e+01
  4.45920e+03 1.61000e+01 1.18900e+02 7.00000e-01 2.85190e+04 2.30000e+02
  2.20000e+00 1.73126e+04 7.53000e+01 1.66400e+02 5.48000e+01 9.55300e+02
  4.20000e+00 2.78000e+01 3.00000e-01 3.73000e+02]]"
"[[1.560000e+02 8.000000e-01 4.894680e+04 3.138000e+02 7.322000e+02
  1.664000e+02 3.200000e+02 1.700000e+00 1.176747e+05 3.677000e+02
  3.593600e+03 6.640000e+01 4.951700e+03 1.550000e+01 1.448000e+02
  6.000000e-01 3.262400e+04 1.860000e+02 1.000000e+00 1.405570e+04
  7.560000e+01 1.332000e+02 6.490000e+01 9.306000e+02 5.000000e+00
  3.760000e+01 4.000000e-01 9.183000e+02]]"
"[[1.02000e+02 1.00000e+00 3.39452e+04 3.32800e+02 5.98800e+02 1.66300e+02
