0
"[[ 99.    0.9]
 [ 66.    0.6]
 [ 66.    1.7]
 ...
 [ 66.    1.8]
 [ 99.    0.8]
 [133.    2.1]]"
"[[ 66.    1.4]
 [ 99.   16.9]
 [ 63.    0.5]
 [133.   17.8]
 [133.   10.8]
 [ 66.    3.5]
 [ 66.    2.2]
 [ 66.    1.6]
 [ 99.   26.1]
 [ 99.   14.7]
 [ 99.   10.4]
 [ 66.    6.8]
 [ 65.    9.9]
 [ 66.    3.9]
 [ 67.   11.5]
 [ 66.    0.5]
 [ 99.   20.1]
 [ 99.    6. ]
 [ 66.    1.1]
 [166.    6.9]
 [ 99.    6.5]
 [ 65.   13.4]
 [ 66.    0.7]
 [ 65.   12.3]
 [ 66.    3.9]
 [199.    2.5]
 [ 66.    0.6]
 [ 66.    0.9]
 [133.    4.1]
 [100.    1.2]
 [ 66.    0.6]
 [ 99.    1.2]
 [ 66.    6.1]
 [133.   14.2]
 [ 99.   25.4]
 [ 66.    1.1]
 [ 65.   15.2]
 [133.   20.7]
 [ 68.    0.9]
 [ 66.    0.8]
 [170.    9.4]
 [ 66.    7. ]
 [134.    9.4]
 [ 99.   14.1]
 [ 66.    5.8]
 [ 99.   15.2]
 [ 66.    6.4]
 [ 66.    2.7]
 [ 66.    0.9]
 [ 66.    0.7]
 [ 66.    2.1]
 [ 65.    3. ]
 [132.    1.9]
 [ 66.    0.7]
 [ 67.    0.6]
 [133.    3.4]
 [ 66.    2. ]
 [ 66.    3.1]
 [ 66.    0.4]
 [ 66.    1.2]
 [ 66.    1.8]
 [ 66.    0.6]
 [130.   24.4]
 [ 66.    0.6]
 [133.    2.6]
 [ 66.    1.9]
 [ 99.    1.9]
 [ 66.    5.7]
 [ 67.    0.8]
 [ 99.    4.9]
 [ 66.    0.6]
 [ 66.    2.3]
 [ 66.    1.9]
 [ 66.    5.4]
 [ 66.    3.7]
 [ 66.    0.7]
 [101.    8.2]
 [ 99.    5.3]
 [ 66.    3.1]
 [ 67.    4.5]
 [ 66.    0.8]
 [ 66.    6.5]
 [ 66.    6.5]
 [ 99.    1.1]
 [ 66.    0.7]
 [132.    4.8]
 [ 66.    0.6]
 [133.    2. ]
 [ 64.    5.1]
 [100.   18.7]
 [ 99.    1.9]
 [ 64.    2.3]
 [ 66.    4.2]
 [ 66.    7.7]
 [ 66.    8.9]
 [ 66.    1. ]
 [ 66.    1.6]
 [ 99.    2.9]
 [ 99.    2.4]
 [ 66.    0.8]
 [ 99.    8.4]
 [ 66.    2.4]
 [ 66.    0.9]
 [ 65.   15.6]
 [ 66.    7.3]
 [133.   30.1]
 [ 63.    5.1]
 [166.   28.2]
 [ 66.    4. ]
 [ 66.    0.6]
 [100.    0.8]
 [ 66.    1.1]
 [ 66.    1.5]
 [ 66.    2.7]
 [133.    2. ]
 [ 66.    1.9]
 [ 99.   18.2]
 [ 66.    1.4]
 [ 99.    8.8]
 [100.    9.6]
 [ 99.    6.9]
 [ 99.   14.6]
 [ 66.    2.7]
 [100.   25.9]
 [ 66.   10.8]
 [ 67.    5.2]
 [ 99.    0.7]
 [ 67.    5.3]
 [ 67.    6.1]
 [ 99.    8.8]
 [133.   23. ]
 [ 66.    0.7]
 [ 66.    0.4]
 [ 99.    5.9]
 [ 66.    1.3]
 [136.    2.4]
 [ 66.    7. ]
 [ 66.    2. ]
 [ 63.    0.6]
 [100.    2.3]
 [ 66.    0.8]
 [ 66.    0.7]
 [ 66.    0.7]
 [ 66.    0.5]
 [ 66.    1.3]
 [ 66.    0.6]
 [ 66.    1.5]
 [ 66.    0.7]
 [ 99.    3.2]
 [ 66.    0.7]
 [ 66.    0.5]
 [ 99.    1.6]
 [ 66.    1.9]
 [ 71.    0.7]
 [132.   23.8]
 [166.   23.1]
 [ 97.    2.5]
 [ 66.    0.6]
 [ 66.   23.6]
 [ 66.    3. ]
 [ 66.   18.1]
 [ 66.    0.9]
 [ 99.    0.9]
 [ 99.   26.7]
 [ 99.    0.7]
 [ 66.    1.6]
 [ 66.    2.9]
 [ 98.    9.6]
 [ 99.    6.4]
 [ 99.    0.7]
 [ 66.    6.5]
 [ 99.    7.2]
 [ 66.    1.5]
 [ 67.    5.1]
 [ 99.    4.3]
 [ 99.    2.7]
 [ 66.    5.8]
 [ 66.    4. ]
 [133.    8.2]
 [ 66.    0.6]
 [ 99.   17.7]
 [ 66.    0.8]
 [100.    0.6]
 [ 65.    0.7]
 [ 66.    0.6]
 [ 66.    1. ]
 [ 66.    1.3]
 [ 67.    8. ]
 [199.   16.1]
 [133.   27.7]
 [ 66.    1. ]
 [ 99.   19.8]
 [100.    4.4]
 [ 99.    8.2]
 [ 66.    7.6]
 [101.    3.9]
 [ 66.    8.3]
 [ 66.    0.6]
 [ 99.    6.2]
 [ 66.    2. ]
 [133.   17.8]
 [ 65.    0.4]
 [ 65.    1.2]
 [ 66.    2.1]
 [ 66.    3.5]
 [ 66.    5.3]
 [ 66.    7.5]
 [ 66.    3.4]
 [ 66.    0.9]
 [ 99.    6.8]
 [ 67.    0.6]
 [ 66.    0.7]
 [ 66.    7.1]
 [133.    7.4]
 [ 66.    9.8]
 [132.   16.3]
 [ 66.    1. ]
 [ 66.    7.4]
 [ 99.    8.6]
 [ 66.    0.5]
 [ 99.    8.7]
 [ 66.    5. ]
 [ 66.    0.5]
 [ 66.    0.9]
 [ 66.    1.5]
 [100.    2.4]
 [ 66.   22.5]
 [ 66.   14.1]
 [ 66.    0.6]
 [ 66.    0.9]
 [133.   16.1]
 [ 65.    1.5]
 [ 99.    5.6]
 [ 67.    2. ]
 [ 99.    2.8]
 [ 99.    1.7]
 [ 99.    2.2]
 [ 66.    1.2]
 [165.    5.1]
 [ 66.    1.5]
 [ 66.   16. ]
 [ 99.    6.1]
 [ 66.    3.9]
 [ 66.   15.2]
 [ 66.    0.9]
 [ 64.    0.5]
 [ 99.    9.3]
 [133.   18.3]
 [ 99.    0.9]
 [ 66.    1.2]
 [ 66.    2. ]
 [ 66.    1.7]
 [ 66.    3.5]
 [ 67.    3.7]
 [ 66.   13.7]
 [ 98.   15. ]
 [ 66.    3.5]
 [ 65.   12.3]
 [ 66.    0.9]
 [ 98.   16.2]
 [ 66.    7.5]
 [ 66.    9.4]
 [100.   10.9]
 [ 99.    1. ]
 [ 67.    0.8]
 [ 67.    1.2]
 [ 99.   18.2]
 [166.    7.8]
 [ 99.    1. ]
 [103.    1.5]
 [ 66.    3.8]
 [ 66.    0.7]
 [ 66.    0.5]
 [166.    6.4]
 [132.   21.4]
 [ 66.    0.4]
 [132.    1.9]
 [ 66.    1.3]
 [100.    3.2]
 [100.   21.9]
 [ 67.    0.4]
 [ 98.    7.3]
 [ 66.    1.3]
 [ 66.    0.6]
 [ 66.    0.6]
 [100.    0.6]
 [ 66.    1.6]
 [100.   26.8]
 [ 66.    2.1]
 [ 99.    0.8]
 [ 66.    3.3]
 [ 99.    6.1]
 [ 66.    1.7]
 [ 99.    1.5]
 [ 99.    4.9]
 [ 99.    5.7]
 [ 66.    2.2]
 [ 99.    0.5]
 [100.   27. ]
 [132.   26.5]
 [ 66.    2.8]
 [133.    9.1]
 [ 66.    5.8]
 [ 66.    1.6]
 [100.    2. ]
 [ 99.    0.9]
 [ 66.    3.2]
 [ 66.    0.5]
 [ 66.    4.7]
 [ 66.    1.9]
 [ 66.    2.1]
 [133.   25.6]
 [ 67.    1.8]
 [ 66.    2.1]
 [ 66.    2.5]
 [ 66.    2.7]
 [100.    2.9]
 [ 66.    0.5]
 [ 99.    1. ]
 [ 67.    1.5]
 [ 99.    3.1]
 [ 67.    2.9]
 [ 64.    2.6]
 [133.    3.6]
