0
"[[62.2 53.7 62.  42. ]
 [62.7 53.  14.   7. ]
 [62.4 41.9 31.  29. ]
 ...
 [70.  43.4 15.   5. ]
 [71.  43.2 15.   7. ]
 [74.  45.   1.   1. ]]"
"[[70.8 54.  11.  13. ]
 [72.8 56.8 17.  12. ]
 [71.5 56.   4.   5. ]
 ...
 [70.  46.6 11.  69. ]
 [73.5 52.6  2.  11. ]
 [63.9 42.   1.   3. ]]"
"[[62.6 48.3 17.   8. ]
 [68.8 53.3  0.   1. ]
 [70.  55.  24.  35. ]
 ...
 [59.  44.2  8.  28. ]
 [53.7 40.   0.  15. ]
 [56.3 42.5  3.  18. ]]"
"[[65.8 46.2  0.   5. ]
 [65.5 44.4 21.   4. ]
 [67.  47.   2.   2. ]
 ...
 [72.  50.3 25.  25. ]
 [73.7 52.7 12.  15. ]
 [74.3 53.   2.   3. ]]"
"[[54.7 40.  12.  28. ]
 [59.2 46.7 12.  47. ]
 [58.  47.   3.   2. ]
 ...
 [75.  62.3  3.  10. ]
 [73.5 60.5  7.  23. ]
 [73.4 60.   4.   9. ]]"
"[[53.  41.5 23.  19. ]
 [52.8 37.5 15.   4. ]
 [62.3 48.   0.   5. ]
 ...
 [55.5 39.6  2.   5. ]
 [55.  37.   1.   2. ]
 [53.8 36.6  8.  10. ]]"
"[[56.8 48.9  5.  14. ]
 [56.8 48.4  3.   2. ]
 [55.3 40.   4.   3. ]
 [55.  37.8 24.  18. ]
 [60.6 51.6  1.  13. ]
 [62.8 54.   1.   4. ]
 [59.9 51.6  2.   9. ]
 [57.7 45.2  3.  18. ]
 [62.6 46.8 12.   9. ]
 [66.9 46.9 20.  18. ]
 [68.2 56.2  4.   8. ]
 [66.3 55.3  0.   2. ]
 [60.4 51.4  1.   6. ]
 [59.  51.   1.   1. ]
 [58.4 40.2  3.   9. ]
 [61.3 43.7  2.   5. ]
 [65.9 52.4 31.  19. ]
 [61.1 42.4 19.  16. ]
 [63.3 49.8  2.   3. ]
 [65.5 54.   2.   3. ]
 [62.8 52.3  0.   1. ]
 [62.2 49.7  6.   7. ]
 [62.4 45.   6.  24. ]
 [64.6 44.2  8.  10. ]
 [67.9 44.1  3.   3. ]
 [71.4 50.4  4.   3. ]
 [69.3 47.   3.   8. ]
 [69.8 47.3  2.   4. ]
 [70.7 48.6  5.   3. ]
 [72.6 51.7  3.   3. ]
 [70.8 59.   0.   4. ]
 [68.3 56.   0.   2. ]
 [61.3 41.1  3.  10. ]
 [58.  39.6  3.  15. ]
 [59.9 42.1 14.  27. ]
 [66.4 47.  12.   3. ]
 [65.8 51.   6.   2. ]
 [65.4 53.5  5.   5. ]
 [62.7 44.9  4.   9. ]
 [61.3 46.7  1.   2. ]
 [65.6 45.5 33.  39. ]
 [68.  47.6  4.   1. ]
 [65.5 48.8 27.  15. ]
 [65.7 48.9 29.   9. ]
 [65.9 45.1 26.  55. ]
 [67.  47.6  8.  10. ]
 [66.7 45.   3.   6. ]
 [66.  52.8  2.   1. ]
 [68.2 54.6  2.   1. ]
