0
"[[69.6 51.8  1.  12. ]
 [70.1 49.1 12.  69. ]
 [73.4 51.1  4.  13. ]
 ...
 [86.  55.3  8.   5. ]
 [84.4 53.4  6.  18. ]
 [87.  56.  32.  22. ]]"
"[[ 87.3  50.5  25.   29. ]
 [ 89.3  51.5  11.   11. ]
 [ 91.8  49.5   5.   14. ]
 ...
 [103.   54.3   2.    7. ]
 [ 92.3  45.3   2.    7. ]
 [ 81.3  39.   14.    6. ]]"
"[[ 86.3  57.1   3.    6. ]
 [ 87.6  56.8   4.    3. ]
 [ 95.5  62.1   4.    3. ]
 [ 91.   55.5   1.    4. ]
 [ 81.3  48.    3.    1. ]
 [100.8 100.1   9.   10. ]
 [ 97.7  64.5  22.   23. ]
 [ 91.8  52.   21.    5. ]
 [104.7  61.8  79.    9. ]
 [109.   63.    6.    6. ]
 [111.   59.4  18.   13. ]
 [112.3  66.6  24.   16. ]
 [111.2  60.2  21.    6. ]
 [113.   61.    0.    4. ]
 [113.8  61.5   6.    4. ]
 [114.   63.5   2.    1. ]
 [110.   63.    3.    0. ]
 [111.   64.5   4.    0. ]
 [114.7  56.    6.    3. ]
 [115.4  56.9   7.    8. ]
 [117.2  56.3   8.   14. ]
 [118.5  57.    9.    2. ]
 [121.6  63.2   9.   11. ]
 [122.3  59.3   7.   10. ]
 [124.8  73.2   6.    8. ]
 [124.   70.5   2.    2. ]
 [109.5  63.3   4.    2. ]
 [104.1  61.   55.   36. ]
 [105.8  60.1   9.   10. ]
 [110.4  72.3   7.    8. ]
 [104.2  67.9   4.    9. ]
 [103.4  57.    6.    5. ]
 [ 99.1  54.6   6.    7. ]
 [102.7  58.2   6.   13. ]
 [108.9  67.    8.    4. ]
 [113.7  67.7   7.   10. ]
 [114.9  72.2  11.    5. ]
 [115.8  67.    7.    2. ]
 [115.5  69.8  27.    9. ]
 [118.   79.   21.   23. ]
 [120.2  73.2   5.   15. ]
 [113.7  62.8   8.    5. ]
 [112.   61.    0.    0. ]
 [113.5  60.    5.    3. ]
 [116.4  60.9  10.    2. ]
 [119.   61.    0.    3. ]
 [119.9  62.   12.    2. ]
 [121.   65.    9.    5. ]
 [122.   71.    4.    6. ]
 [121.7  70.3   9.    1. ]
 [121.9  75.   10.   14. ]
 [122.2  69.2  11.    8. ]
 [122.4  70.8  27.   13. ]
 [122.7  70.    5.    3. ]
 [110.3  78.8   9.    9. ]
 [123.5  64.    3.    0. ]
 [117.   73.    4.    7. ]
 [117.8  74.2  11.    1. ]
 [124.2  75.8  16.   11. ]
 [110.7  81.7   8.    7. ]
 [114.6  82.   25.    5. ]
 [114.   80.   20.    7. ]
 [112.   78.5   4.    0. ]
 [113.5  80.    1.    0. ]
 [106.7  79.3  36.   16. ]
 [122.3  84.5  13.    8. ]
 [120.9  85.8  20.    6. ]
 [117.7  87.    6.    1. ]
 [118.8  88.   21.   15. ]
 [120.   88.1   6.    8. ]
 [132.7  77.5   7.   14. ]
 [123.5  78.    3.    9. ]
 [123.6  78.1 198.  124. ]
 [123.   78.3   9.    4. ]
 [130.5  71.8  24.   20. ]
 [132.6  72.1  21.   52. ]
 [134.3  74.9  11.   24. ]
 [123.7  87.3   9.   10. ]
 [130.7  74.9  12.   10. ]
 [121.1  61.7   6.   13. ]
 [129.6  62.7   5.    5. ]
 [116.   66.3   3.    1. ]
 [112.   66.8   5.    1. ]
 [127.   82.5   9.    6. ]
 [128.7  75.9   7.   21. ]
 [123.3  72.    8.   22. ]
 [124.   61.   31.   12. ]
 [126.   66.8   2.    7. ]
 [126.3  67.3   5.    1. ]
 [117.3  64.7   3.    3. ]
 [131.6  74.1   4.   11. ]
 [133.9  78.4  10.   13. ]
 [137.7 101.6  10.   24. ]
 [137.3  87.    2.   12. ]
 [120.3  71.7  15.   18. ]
 [112.6  60.8   4.    3. ]
 [114.   61.3   2.    1. ]
 [120.4  73.2  14.    5. ]
 [117.4  68.5   6.   11. ]
 [121.3  76.3   4.    2. ]
 [118.5  67.4  17.   15. ]
 [124.7  69.    4.   10. ]
 [120.8  71.5  93.   63. ]
 [128.   77.    2.    3. ]
