0
"[[ 71.7  62.    2.    4. ]
 [ 75.3  62.8   1.    2. ]
 [ 80.1  68.8   2.    8. ]
 ...
 [105.3  85.3   0.    3. ]
 [106.   87.8   7.   10. ]
 [100.9  82.4  21.    2. ]]"
"[[112.6  96.6  13.    2. ]
 [110.1  96.9   7.   12. ]
 [106.5  91.    1.    2. ]
 ...
 [116.1  85.    6.   27. ]
 [119.8  95.3   2.   13. ]
 [105.9  79.7   5.    8. ]]"
"[[112.6  96.6  13.    2. ]
 [110.1  96.9   7.   12. ]
 [106.5  91.    1.    2. ]
 ...
 [103.   85.7   1.   22. ]
 [104.5  91.8   4.    6. ]
 [110.8 100.    3.    5. ]]"
"[[100.   77.8   8.    8. ]
 [103.9  81.1   8.    2. ]
 [104.8  82.8   2.    2. ]
 ...
 [123.7  96.8   8.   14. ]
 [124.5 100.   10.   76. ]
 [122.5 102.5   2.    4. ]]"
"[[ 84.4  67.2  15.   10. ]
 [ 82.1  69.9   2.    4. ]
 [ 82.5  69.5   6.    9. ]
 ...
 [107.6  86.    6.   11. ]
 [105.7  80.1  72.   41. ]
 [ 96.8  72.7  46.   13. ]]"
"[[90.  80.5  9.   8. ]
 [90.4 74.1 38.  16. ]
 [94.7 76.3 10.   5. ]
 ...
 [86.1 64.1 18.   5. ]
 [91.8 70.6  8.   2. ]
 [93.  73.3  3.   1. ]]"
"[[ 82.9  63.1   3.    2. ]
 [ 87.5  66.2  28.   59. ]
 [ 83.2  64.2  23.    5. ]
 [ 92.4  80.6   2.    9. ]
 [ 87.3  75.2   4.   14. ]
 [ 83.   69.    5.    7. ]
 [ 88.3  71.5   2.    2. ]
 [ 94.6  82.2   3.    8. ]
 [ 89.6  78.8   7.    9. ]
 [ 81.8  56.    2.    7. ]
 [ 81.2  60.4   9.    4. ]
 [ 92.1  68.6   5.    6. ]
 [ 98.   83.3   1.    1. ]
 [ 86.   72.6   0.    3. ]
 [ 89.   66.    2.    2. ]
 [ 89.7  67.7   3.    1. ]
 [ 91.   67.3   2.    4. ]
 [ 93.1  81.5   5.    5. ]
 [ 93.6  73.1  13.   18. ]
 [ 95.4  78.8  14.   10. ]
 [ 98.5  78.    2.   10. ]
 [ 99.8  77.2  23.   13. ]
 [101.8  72.3   3.    5. ]
 [103.9  67.2   3.    7. ]
 [103.8  82.4   1.    4. ]
 [104.9  81.2   4.    5. ]
 [107.9  79.9   5.    3. ]
 [ 91.4  71.7   4.   21. ]
 [ 81.   64.    1.    1. ]
 [ 81.8  67.    3.    8. ]
 [ 81.9  69.7   9.   10. ]
 [ 89.6  69.6   9.    2. ]
 [ 96.2  70.2   7.    4. ]
 [101.1  78.8   9.    4. ]
 [104.5  80.    5.   12. ]
 [105.2  82.    2.    3. ]
 [ 83.3  64.2  14.   19. ]
 [ 81.9  64.3   7.    5. ]
 [ 91.8  70.2  12.    2. ]
 [ 97.8  75.5   3.    8. ]
 [ 98.1  80.4  10.    6. ]
 [ 94.9  79.5  31.   12. ]
 [ 93.   73.8  15.    2. ]
 [ 90.6  69.6   7.    8. ]
 [ 90.8  72.3   5.    5. ]
 [ 96.5  67.    0.    0. ]
 [ 99.5  78.5   6.    8. ]
 [101.   76.9  16.    5. ]
 [102.1  75.1  14.   12. ]
 [103.7  77.1  11.    4. ]
 [108.7  83.9  13.   13. ]
 [107.5  91.    2.    0. ]
 [115.6 102.    1.    8. ]
 [ 93.5  73.5   4.   14. ]
 [ 97.8  92.4   2.   20. ]
 [ 97.5 103.    3.   10. ]
 [ 99.1 105.1   3.    3. ]
 [104.6  85.8   4.   11. ]
 [ 95.   72.1   1.    5. ]
 [102.6  75.3   2.    6. ]
 [101.4  75.8  15.    4. ]
 [103.4  81.6  10.   14. ]
 [105.5  77.3   4.    3. ]
 [108.2  88.8   5.    1. ]
 [108.4  85.   26.   11. ]
 [107.7  85.8  24.    4. ]
 [ 91.3  70.6  10.   21. ]
 [ 94.2  78.8   8.   14. ]
 [ 94.   72.6   2.    4. ]
 [101.8  85.1   2.   11. ]
 [105.3  89.3   7.    7. ]
 [103.   82.7   8.    8. ]
 [ 96.1  77.5  22.   17. ]
 [ 96.3  83.5   8.    8. ]
 [107.5  83.3  15.    9. ]
 [109.8  86.7   2.    5. ]
 [110.2  84.7   2.    7. ]
 [103.   85.8   3.    9. ]
 [ 98.6  89.    2.    3. ]
 [106.3  87.3   3.    3. ]
 [106.2  89.6   3.    9. ]
 [106.6  87.    7.   11. ]
 [105.   74.7   0.    1. ]
 [101.4  76.4   3.   10. ]
 [101.8  79.    4.    4. ]
 [105.   82.1   3.    4. ]
 [107.5  83.7  12.   14. ]
 [108.9  83.8   7.   14. ]
 [ 92.7  68.5   2.   10. ]
 [ 88.5  66.5   3.    3. ]
 [ 90.5  68.    3.    0. ]
 [ 94.2  71.5  18.    4. ]
 [100.6  74.1  10.   11. ]
 [103.6  78.3  17.   59. ]
 [ 98.1  75.2  55.   75. ]
 [ 86.4  65.4   7.    5. ]
 [ 87.   68.    3.    1. ]
 [ 97.9  79.3   1.    6. ]
 [ 83.2  69.9   6.   17. ]
 [ 83.1  66.4  12.   13. ]
 [ 98.9  77.    4.   19. ]
 [ 91.4  70.7   3.    7. ]
 [ 87.8  70.6   5.   21. ]
 [ 97.   71.    1.    5. ]
 [ 99.6  75.4   5.    5. ]
 [103.   79.8   1.    4. ]
 [105.9  80.2  21.   12. ]
 [103.8  77.3  40.   38. ]
 [ 93.1  71.7  20.    6. ]
 [ 99.   74.3   6.    4. ]
 [ 95.4  67.    8.   13. ]
 [ 91.4  71.4  14.    7. ]
 [ 94.   76.3   5.    2. ]
 [ 96.8  82.6   2.    2. ]
 [ 95.   74.3   7.    7. ]
 [ 95.   74.    2.    1. ]
 [ 97.9  81.8  14.   13. ]
 [103.4  87.    6.   10. ]
 [103.5  86.2   5.   10. ]
 [101.3  87.9  14.    9. ]
 [103.9  86.2  41.   17. ]
 [103.9  81.6   7.   19. ]
 [102.7  86.7  30.   39. ]]"
"[[ 91.7  68.    6.    9. ]
 [ 94.5  67.5   7.    7. ]
 [ 98.6  80.   19.    5. ]
 ...
 [131.5 122.3   9.   14. ]
 [130.  110.    3.    5. ]
 [129.3 102.7   8.    5. ]]"
"[[ 92.5  70.   12.    3. ]
 [ 98.5  76.5   8.   15. ]
 [100.7  82.7   2.    2. ]
 ...
 [114.5  90.5   6.    1. ]
 [114.6  89.4  16.   13. ]
 [118.9  94.6  14.   14. ]]"
"[[ 83.6  71.3  21.   15. ]
 [ 85.   75.5  15.    5. ]
 [ 87.4  71.4   6.    6. ]
 [ 90.4  79.   49.    5. ]
 [ 95.4  75.6  38.    5. ]
 [ 96.5  86.    5.    0. ]
 [ 98.   84.4  14.    3. ]
 [109.5  94.    0.    0. ]
 [105.8  93.    3.    4. ]
 [111.  100.2   2.    6. ]
 [103.4  88.2  30.    7. ]
 [103.8  73.3   3.    5. ]
 [109.4  93.1  13.    3. ]
 [111.5  97.   12.    9. ]
 [111.3  89.7   3.   19. ]
 [110.   86.3   9.    9. ]
 [110.7  88.3   3.    5. ]
