0
"[[110.   94.7   4.    0. ]
 [112.6 100.    7.   11. ]
 [113.   85.    9.    7. ]
 ...
 [157.8 115.2   6.   10. ]
 [161.8 104.1  14.   39. ]
 [162.7 103.7   1.    3. ]]"
"[[143.6 110.7  16.   54. ]
 [143.  115.5   3.    2. ]
 [129.5  79.    6.    8. ]
 [126.   79.5   0.    4. ]
 [141.6 130.9  65.  200. ]
 [143.2 137.7   5.   32. ]
 [150.9 113.3  28.  142. ]
 [143.1 115.    8.   23. ]
 [139.5 127.5   0.    0. ]
 [138.8 130.    3.    4. ]
 [142.8 127.8   9.   22. ]
 [136.2 126.6  10.   24. ]
 [124.  104.3   5.    2. ]
 [117.3  96.    5.    2. ]
 [122.7  96.8  13.   14. ]
 [134.7 110.1   9.   13. ]
 [121.1  95.6  26.   25. ]
 [117.5  92.8   3.    1. ]
 [127.   95.    0.    1. ]
 [124.4  95.7   7.    4. ]
 [131.8 107.    9.   11. ]
 [131.   99.3  12.    2. ]
 [115.  109.7   3.    0. ]
 [131.3 106.3   6.    0. ]
 [127.3 106.8  18.    6. ]
 [141.6  95.4  65.    9. ]
 [137.4  94.8  40.   11. ]
 [137.   93.5   5.    1. ]
 [135.   94.8  14.    8. ]
 [135.7  88.3  11.   20. ]
 [129.6  98.2  15.    5. ]
 [125.8 102.8  22.   14. ]
 [119.5 101.5   5.    0. ]
 [128.1 104.3  37.   28. ]
 [133.5 107.8   3.    7. ]
 [136.2 113.4  29.    8. ]
 [120.   90.8  18.   19. ]
 [125.   94.7   8.    8. ]
 [121.   95.9  22.    7. ]
 [122.2 102.7  10.    9. ]
 [132.1 110.9   5.    8. ]
 [131.3 110.3  18.   15. ]
 [130.  107.    3.    1. ]
 [135.3 110.3  11.    6. ]
 [130.4 110.8   9.    8. ]
 [123.6  96.2  16.    6. ]
 [133.8 107.3  30.   19. ]
 [137.2 107.   24.   11. ]
 [135.  104.    1.    1. ]
 [133.  106.2  16.   19. ]
 [132.7 102.3  19.    8. ]
 [134.8 101.4  58.   34. ]
 [137.  106.9  26.   13. ]
 [115.5  81.4   6.   14. ]
 [119.   97.5   5.    7. ]
 [131.7 108.5  15.   31. ]
 [128.9  96.6  43.   89. ]
 [132.3 104.2   8.   29. ]
 [129.  109.    4.    2. ]
 [124.9  95.1  25.   21. ]
 [132.6  99.1   2.    4. ]
 [117.8  86.7  43.   33. ]
 [117.   84.3  16.    3. ]
 [122.5  86.3  12.    3. ]
 [129.   93.8  29.   16. ]
 [131.3  95.7   5.   16. ]
 [114.4  83.    1.   12. ]
 [112.   81.    0.    0. ]
 [114.8  83.4   6.   12. ]
 [107.   83.    2.    2. ]
 [121.6  83.6  11.   11. ]
 [118.1  86.4  56.   12. ]
 [109.3  81.8  12.    4. ]
 [116.6  82.2   8.   27. ]
 [114.8  73.    4.    8. ]
 [112.9  85.8  13.   26. ]
 [124.4  91.3  17.   10. ]
 [127.   81.4  33.   20. ]
 [130.7  77.8   9.   10. ]
 [131.3  81.   13.    2. ]
 [133.   82.9  16.   13. ]
 [131.7  79.9  22.   21. ]
 [133.7  83.3   1.   16. ]
 [135.1  90.9  68.   27. ]
 [136.5  98.8  16.   16. ]
 [137.3  97.    2.   10. ]
 [135.6  94.2   4.    9. ]
 [137.2  90.8   3.    6. ]
 [133.8  90.8   8.    8. ]
 [136.2  95.1  15.    7. ]
 [135.4  90.4  26.    7. ]
 [135.8  96.3  18.   15. ]
 [139.5  92.5  14.    8. ]
 [143.2 103.5  30.    9. ]
 [140.4  93.2   7.    8. ]
 [137.   90.    6.    4. ]
 [139.7  92.1  16.    9. ]
 [146.3  97.3   7.    6. ]
 [147.   97.5   6.    9. ]
 [146.8  94.5  11.    4. ]
 [143.3  93.    9.    3. ]
 [145.2  88.5  12.   13. ]
 [145.  105.5   2.    4. ]
 [142.7 101.7   6.    7. ]
 [122.5  85.4   6.   25. ]
 [130.1  92.2   9.   16. ]
 [134.3  95.8   4.   15. ]
 [133.4 100.4   5.   11. ]
 [137.8  96.1   6.   28. ]
 [139.7  97.5   5.   16. ]
 [140.8 100.9   5.   11. ]
 [138.3  93.   48.   79. ]
 [141.8 105.7   6.   17. ]
 [128.4  94.1  15.   26. ]
 [134.4  94.6  15.   14. ]
 [126.1  80.9  29.   30. ]
 [104.3  75.    6.    6. ]
 [109.8  76.5   3.    3. ]
 [112.8  79.8   8.   12. ]
 [104.9  75.2   5.    6. ]
 [104.5  75.5   8.    0. ]
 [103.6  72.3  56.    7. ]
 [108.3  71.2   6.    3. ]
 [117.1 101.7  24.   33. ]
 [122.4 113.   20.   83. ]
 [114.7 109.3  12.    3. ]
 [106.  109.7  13.    3. ]
 [125.1 103.7   6.   22. ]
 [114.3  90.3  11.   13. ]
 [125.3  89.4  10.   12. ]
 [134.9  96.2  10.    9. ]
 [133.8  94.2   2.    3. ]
 [129.6 105.9  13.   13. ]
 [132.8  96.7   2.    4. ]
 [133.7  94.7   3.   14. ]
 [131.7 104.3  15.   19. ]
 [135.9 103.4   4.    2. ]
 [141.2 103.    5.    9. ]
 [140.3 114.6  26.   20. ]
 [140.  103.3   5.   41. ]
 [138.5 102.7  24.  150. ]
 [146.3 123.3   7.    6. ]
 [137.5 120.   11.    8. ]
 [146.8 121.5  11.   15. ]
 [146.4 117.6   2.   14. ]
 [134.   96.    4.    5. ]
 [131.6 100.2  42.   36. ]
 [152.9 124.9   7.   10. ]
 [147.3 110.   10.   18. ]
 [142.3 106.5   5.    4. ]
 [141.3 120.3   6.   10. ]
 [143.2 106.2   4.    4. ]
 [131.9  94.3   4.   22. ]
 [134.1  97.    4.    3. ]
 [139.5 108.2   6.    5. ]
 [142.9 117.8   4.   12. ]
 [131.1 113.1  16.    8. ]
 [143.5  94.3   3.    2. ]
 [137.1  98.4  11.   16. ]
 [152.3 119.1   5.   10. ]
 [143.  124.5   8.   37. ]
 [144.  119.3   0.    6. ]
 [131.7 113.    5.    7. ]
 [132.  106.5   3.    7. ]
 [147.2 101.1  26.   21. ]
 [150.6 108.   11.   16. ]
 [131.6 101.6   3.   18. ]
 [149.3 103.5   2.    3. ]
 [151.1 108.    6.   12. ]
 [148.  103.    9.   16. ]
 [151.2 114.8   5.    5. ]
 [150.6 102.5   3.    5. ]
 [145.3 118.    4.    5. ]
 [130.  113.   10.    6. ]
 [134.9  84.7  20.    5. ]
 [136.5  86.8   1.    1. ]
 [136.8 115.    5.    5. ]
 [134.2 107.2   3.    5. ]
 [126.   85.1  34.    5. ]
 [133.   94.    1.    1. ]
 [129.   85.5   2.    1. ]
 [132.  109.1  12.   10. ]
 [131.1  92.1   6.    4. ]
 [131.3  91.5   1.    7. ]
 [130.7  91.    2.    3. ]
 [140.6  95.4  17.   22. ]
 [138.9 112.7   2.   17. ]
 [129.1  90.8   3.    7. ]
 [142.9 100.8  23.   22. ]
 [151.1 118.8  14.   23. ]
 [155.9 115.7  17.   12. ]]"
"[[100.1  70.   26.   14. ]
 [114.6  80.1  38.   14. ]
 [117.6  83.    4.    1. ]
 ...
 [136.3  88.    4.   14. ]
 [139.8  95.    2.    1. ]
 [134.8  94.6  11.   14. ]]"
"[[111.3  76.3   6.   45. ]
 [ 94.8  66.5  42.   31. ]
 [100.6  70.4  32.   10. ]
 ...
 [ 85.5  63.    6.    1. ]
 [ 74.   65.    4.    5. ]
 [ 74.5  68.3   3.    3. ]]"
"[[ 97.5  61.5   0.    2. ]
 [101.8  66.7  26.   32. ]
 [104.   70.    4.    0. ]
 [109.4  70.8  58.   50. ]
 [124.6  79.2  16.   13. ]
 [124.1  97.1  21.    7. ]
 [128.7  91.3   2.    2. ]
 [128.6  82.1   8.    6. ]
 [122.   83.   13.    4. ]
 [133.3  87.6  14.   31. ]
 [137.   88.    6.    3. ]
 [118.4  83.8  11.   23. ]
 [110.9  75.1   8.    8. ]
 [123.5  76.8  12.    7. ]
 [135.   98.   12.   19. ]
 [134.   98.5   7.    1. ]
 [137.9 100.5  61.   49. ]
 [144.2 100.9   8.    9. ]
 [141.2 100.9  12.   25. ]
 [140.5  95.1   8.   27. ]
 [128.3  88.3  12.    7. ]
 [127.5  90.5   2.    2. ]
 [143.7  97.7   2.    4. ]
 [140.3  97.7   5.    2. ]
 [141.3  94.    3.    2. ]
 [141.2  96.7  15.   27. ]
 [138.5  95.5   7.    4. ]
 [144.1  95.5  10.    7. ]
 [139.9 101.   27.   25. ]
 [136.6  93.8  31.   92. ]
 [136.   91.7   3.    1. ]
 [139.1 100.2  10.   10. ]
 [143.2 105.8   8.   10. ]
 [146.  104.8   4.    1. ]
 [148.  104.1   8.   22. ]
 [150.4 109.7   7.   12. ]
 [155.4 111.4   5.    4. ]
 [157.3 105.3   5.    4. ]
 [156.  111.    8.    4. ]
 [150.9 108.4   9.    9. ]
 [153.8 110.8  22.   12. ]
 [154.7 112.    4.    9. ]
 [154.2 113.   17.    4. ]
 [155.3 115.    9.   31. ]
 [145.1  99.4   6.   27. ]
 [153.2 103.8   3.    5. ]
 [149.4 101.3  17.    4. ]
 [160.1 109.6  25.   14. ]
 [155.6 106.4  68.   31. ]
 [164.3 118.    7.    8. ]
 [164.  119.3   6.   11. ]
 [163.  120.7   5.    3. ]
 [163.3 119.3   8.    4. ]
 [162.7 125.1   9.   14. ]
 [159.4 118.4   8.   16. ]
 [158.9 110.    7.    3. ]
 [151.2 106.7   5.    8. ]
 [145.3  97.5   6.   12. ]
 [147.7  99.7   6.    9. ]
 [151.5 106.5   4.    4. ]
 [139.7 100.3   8.    8. ]
 [150.3 113.9   5.   15. ]
 [145.   97.8   5.    3. ]
 [145.8 102.    1.    8. ]
 [149.7 104.    2.    6. ]
 [153.1 110.    4.   37. ]
 [155.1 112.9   7.   45. ]
 [159.4 120.    6.   20. ]
 [154.7 113.    2.    8. ]
 [147.3 115.   16.   16. ]
 [137.3 117.3   0.    8. ]
 [156.4 106.8  10.   11. ]
 [153.3 106.5   3.    4. ]
 [159.1 117.5  13.   68. ]
 [161.7 114.    9.   35. ]
 [162.9 118.3  11.   19. ]
 [164.  119.7  13.   17. ]
