0
"[[ 73.7  59.1   3.   10. ]
 [ 76.4  62.9   9.    7. ]
 [ 79.   66.    6.    8. ]
 ...
 [103.3  88.7   2.    1. ]
 [105.   91.8   5.   21. ]
 [106.9  94.   18.   90. ]]"
"[[89.  68.   0.   1. ]
 [90.4 70.1 10.  17. ]
 [89.3 76.   3.   4. ]
 ...
 [90.8 70.6  4.  10. ]
 [90.8 70.   4.   6. ]
 [87.8 64.5  5.  12. ]]"
"[[117.7 107.    8.   19. ]
 [116.7 109.    6.   15. ]
 [114.   80.7  45.  219. ]
 ...
 [ 72.5  57.    2.    1. ]
 [ 72.8  56.9   2.    7. ]
 [ 77.6  59.1  19.   23. ]]"
"[[103.   94.    1.   15. ]
 [101.5  69.   44.   42. ]
 [ 86.4  63.5  61.   43. ]
 ...
 [ 76.5  67.    2.   13. ]
 [ 75.5  64.    3.    4. ]
 [ 75.5  60.4  11.   27. ]]"
"[[68.9 57.  78.  17. ]
 [71.  59.   6.   3. ]
 [70.2 61.8 26.   7. ]
 ...
 [92.9 72.   5.   7. ]
 [93.8 84.2  4.   9. ]
 [93.5 82.5  5.   8. ]]"
"[[59.3 42.7  4.   1. ]
 [61.  41.7  5.   8. ]
 [63.  44.   5.   4. ]
 ...
 [87.  62.5  0.   0. ]
 [87.3 63.7  4.  11. ]
 [88.5 63.7  2.   6. ]]"
"[[ 73.2  60.7 154.   87. ]
 [ 68.   54.3   9.    9. ]
 [ 72.   59.6 172.    8. ]
 ...
 [ 57.5  50.    0.    0. ]
 [ 57.3  53.7   1.    4. ]
 [ 56.8  53.   34.    8. ]]"
"[[ 96.6  91.5   8.   10. ]
 [ 88.5  67.3  46.   37. ]
 [ 81.6  63.1  69.   57. ]
 ...
 [ 95.   69.   10.   15. ]
 [101.3  89.   17.   46. ]
 [104.   92.5  10.    4. ]]"
"[[70.3 49.9 38.  36. ]
 [65.7 48.7  5.   6. ]
 [68.  50.   3.   6. ]
 ...
 [62.8 45.   5.   3. ]
 [62.7 45.1 17.  10. ]
 [62.5 45.4  7.  12. ]]"
"[[79.8 57.  23.  37. ]
 [70.8 51.  28.  36. ]
 [61.  49.8 41.   7. ]
 ...
 [75.7 59.9 17.  18. ]
 [75.  60.   6.   4. ]
 [76.9 61.7 28.  24. ]]"
"[[86.7 69.8  3.   9. ]
 [80.4 62.   2.   4. ]
 [86.2 78.4 19.  19. ]
 ...
 [98.5 82.5  2.  18. ]
 [94.8 81.7  9.  28. ]
 [94.5 80.5  3.   2. ]]"
"[[ 82.8  78.    2.    5. ]
 [ 88.2  85.9   9.   26. ]
 [ 89.8  72.8   2.    5. ]
 [ 84.4  68.4   5.   10. ]
 [ 81.7  67.1   8.    8. ]
 [ 87.3  84.8   2.   19. ]
 [ 90.7  87.7   2.    3. ]
 [ 92.8  89.6   7.    5. ]
 [ 91.   89.5   2.    2. ]
 [ 82.5  67.5   8.   26. ]
 [ 77.8  63.    3.    1. ]
 [ 79.7  65.6  22.    2. ]
 [ 83.6  68.4   4.    4. ]
 [ 89.9  86.3  11.   11. ]
 [ 89.   85.    4.    3. ]
 [ 86.2  71.    7.   10. ]
 [ 83.5  67.5   1.    2. ]
 [ 82.6  79.3   8.   27. ]
 [ 85.5  69.5   2.    4. ]
 [ 85.8  69.8   5.    8. ]
 [ 83.   78.    1.   12. ]
