0
"[[106.   82.3   5.   16. ]
 [114.5  79.    0.    3. ]
 [118.3  79.   10.   33. ]
 ...
 [136.3 101.5  12.   38. ]
 [138.  100.5   0.    2. ]
 [134.  105.5   4.   10. ]]"
"[[108.2  86.4   6.   29. ]
 [125.   97.5  19.   23. ]
 [124.   95.   28.   58. ]
 [103.   89.   10.    9. ]
 [102.   86.8  12.   23. ]
 [114.   91.3  17.   55. ]
 [ 96.5  66.8  13.   33. ]
 [112.8  74.4  21.   43. ]
 [115.5  84.5   7.   14. ]
 [110.3  92.3   8.    8. ]
 [112.3  88.7  33.   34. ]
 [116.3  84.5   8.   35. ]
 [115.5  88.   16.   94. ]
 [121.   82.5   5.    0. ]
 [122.   98.    2.    4. ]
 [124.3 100.3  10.   37. ]
 [119.5 100.   22.   78. ]
 [125.7  85.    4.   15. ]
 [127.3  86.   13.   35. ]
 [126.3  93.    0.   52. ]
 [126.7  84.7   9.   17. ]
 [127.3  91.   23.  105. ]
 [111.3  77.   26.   62. ]
 [113.3  80.3   4.   15. ]
 [105.7  90.3  15.   58. ]
 [123.3  77.8  63.   52. ]
 [115.   96.5  17.   17. ]
 [117.5  96.5   0.   21. ]
 [117.   79.    5.   37. ]
 [107.   90.5   3.   72. ]
 [128.5  77.5  13.   68. ]
 [118.3  95.1  24.  106. ]
 [116.5 101.   15.   62. ]
 [ 90.   61.5  15.   61. ]
 [116.8  77.4  52.   38. ]
 [113.3  86.   15.   15. ]
 [124.6 102.6   9.   93. ]
 [125.7  95.    7.    7. ]
 [124.5  86.   10.   65. ]
 [121.8  93.3   2.   65. ]
 [127.   75.    9.   35. ]
 [112.   88.2  59.   57. ]
 [121.9  68.4  43.   68. ]
 [ 51.   45.3  11.    3. ]
 [ 92.5  44.8  12.   40. ]
 [117.5  57.5   4.    0. ]
 [ 47.3  19.8   2.   58. ]
 [  0.    0.    0.    0. ]
 [ 62.4  31.8   4.   10. ]
 [ 40.3  17.7  10.   68. ]
 [ 12.3   7.    8.    5. ]
 [  0.    0.    0.    1. ]
 [ 75.8  31.8  15.   51. ]
 [126.   63.   40.   88. ]
 [107.   60.5  20.   18. ]
 [109.   78.   16.    7. ]
 [124.3  75.7   8.   12. ]
 [107.3  75.8   8.   14. ]
 [102.5  58.7  14.   28. ]
 [ 96.   68.5   1.    2. ]
 [ 94.8  56.    4.   25. ]
 [106.7  74.5  15.   24. ]
 [105.3  63.7  13.   35. ]
 [116.2  70.7  17.   51. ]
 [ 98.   57.3   3.   16. ]
 [110.   76.8  25.   16. ]
 [111.8  63.6  48.   39. ]
 [113.7  60.   27.   56. ]
 [111.   65.5  46.   18. ]
 [105.7  59.    3.   14. ]
 [124.3  59.   24.   25. ]
 [ 72.7  43.3   2.    6. ]
 [ 84.7  41.    2.    3. ]
 [109.   76.3   6.    6. ]
 [113.   67.2  11.   22. ]
 [115.7  67.7  17.   67. ]
 [118.3  67.7  37.   35. ]
 [128.7  74.   16.   14. ]
 [117.3  71.   12.   25. ]
 [104.7  65.3  10.    7. ]
 [ 33.3  19.7  13.    9. ]
 [  3.    1.8   7.   46. ]
 [ 15.   11.7   9.   49. ]
 [ 89.7  48.3   9.    9. ]
 [108.   62.8  35.    9. ]
 [106.   69.   11.   60. ]
 [113.5  61.5  33.   21. ]
 [109.4  62.   13.    3. ]
 [107.5  65.   10.    2. ]
 [ 81.2  49.   12.   33. ]
 [ 72.2  34.    3.    3. ]
 [ 62.   30.    1.    5. ]
 [ 64.5  31.5   2.    6. ]
 [ 98.3  68.7  27.   36. ]
 [ 65.   32.    7.    5. ]
 [ 60.   36.    0.    1. ]
 [ 65.   32.5  15.    6. ]
 [ 99.   76.7  21.   27. ]
 [ 83.   55.    6.    1. ]
 [140.   83.5   7.  118. ]
 [140.   84.   15.   45. ]
 [101.5  72.5   2.   39. ]
 [ 52.   42.5   4.   19. ]
 [ 53.3  49.3  10.    9. ]
 [115.3  69.3  17.   30. ]
 [ 51.   30.5   2.    1. ]
 [ 62.7  31.3   1.   12. ]
 [ 83.   60.7   2.    5. ]
 [ 91.5  55.    1.    1. ]
 [ 78.3  43.3   2.    3. ]
