0
"[[ 929]
 [ 632]
 [ 132]
 [ 100]
 [ 133]
 [ 133]
 [  99]
 [ 499]
 [ 266]
 [ 432]
 [ 299]
 [1031]
 [ 697]
 [ 902]
 [ 698]
 [  99]
 [ 732]
 [  99]
 [ 798]
 [ 698]
 [ 199]
 [ 333]
 [ 465]
 [ 303]
 [ 266]
 [ 299]
 [ 166]
 [  99]
 [ 464]
 [ 199]
 [  99]
 [ 798]
 [ 299]
 [ 132]
 [ 133]
 [ 465]
 [ 565]
 [ 332]
 [ 598]
 [ 133]
 [ 366]
 [ 232]
 [ 399]
 [ 133]
 [ 166]
 [ 132]
 [  99]
 [ 332]
 [ 564]
 [ 366]
 [ 332]]"
"[[ 233]
 [ 698]
 [  99]
 [  99]
 [  97]
 [ 101]
 [ 499]
 [ 366]
 [ 332]
 [ 765]
 [ 299]
 [ 266]
 [ 132]
 [  99]
 [ 100]
 [ 201]
 [ 798]
 [ 532]
 [ 299]
 [ 332]
 [ 665]
 [  99]
 [  99]
 [ 133]
 [ 332]
 [ 266]
 [  99]
 [ 698]
 [ 632]
 [ 299]
 [  99]
 [ 432]
 [ 365]
 [  99]
 [ 166]
 [ 166]
 [ 599]
 [ 432]
 [ 299]
 [ 299]
 [ 601]
 [ 598]
 [ 398]
 [ 399]
 [  99]
 [ 100]
 [  99]
 [ 166]
 [ 532]
 [ 732]
 [ 931]
 [ 732]
 [ 865]
 [ 432]
 [  97]
 [ 598]
 [ 399]
 [ 931]
 [ 299]
 [1031]
 [ 467]
 [ 299]
 [ 698]
 [ 133]
 [ 133]
 [ 100]
 [ 865]
 [ 299]
 [ 731]
 [ 432]
 [ 432]
 [ 299]
 [ 529]
 [ 299]
 [ 166]
 [ 165]
 [ 133]
 [ 299]
 [  99]
 [ 832]
 [ 132]
 [ 330]
 [ 798]
 [ 432]
 [ 665]
 [  99]
 [ 167]
 [ 665]
 [ 166]
 [ 332]
 [ 399]
 [ 465]
 [ 831]
 [ 132]
 [ 531]
 [  99]
 [ 166]
 [ 133]
 [ 133]
 [ 136]
 [ 632]
 [ 132]
 [ 133]
 [ 132]
 [ 532]
 [1032]
 [ 299]]"
"[[432]
 [432]
 [532]
 [ 98]
 [ 99]
 [299]
 [199]
 [199]
 [199]
 [865]
 [332]
 [ 99]
 [731]
 [265]
 [432]
 [399]
 [465]
 [366]
 [632]
 [133]
 [332]
 [ 99]
 [ 99]
 [565]
 [332]
 [598]
 [133]
 [565]
 [732]
 [299]
 [133]
 [133]
 [266]
 [665]
 [100]
 [133]
 [ 99]
 [ 99]
 [ 99]
 [233]
 [432]
 [299]
 [366]
 [699]
 [532]
 [466]
 [ 99]
 [ 99]
 [ 99]
 [299]
 [133]
 [133]
 [133]
 [199]
 [133]
 [499]
 [465]
 [133]
 [366]
 [765]
 [299]
 [998]
 [199]]"
"[[465]
 [299]
 [266]
 [233]
 [366]
 [100]
 [ 99]
 [266]
 [365]
 [ 99]
 [332]
 [299]
 [333]
 [100]
 [199]
 [199]
 [299]
 [332]
 [100]
 [299]
 [732]
 [399]
 [299]
 [698]
 [998]
 [364]
 [665]
 [366]
 [832]
 [299]
 [299]
 [898]
 [399]
 [366]
 [100]
 [331]]"
"[[332]
 [299]
 [366]
 [101]
 [565]
 [332]
 [333]
 [266]
 [266]
 [399]
 [366]
 [332]
 [399]
 [465]
 [266]]"
"[[465]
 [133]
 [299]
 [632]
 [532]
 [632]
 [233]
 [432]
 [266]
 [266]
 [565]
 [261]
 [299]
 [266]]"
"[[332]
 [266]
 [332]
 [366]
 [299]]"
"[[299]
 [332]
 [332]
 [332]
 [332]
 [366]]"
"[[299]
 [276]
 [299]
 [233]
 [266]
 [698]
 [366]
 [399]
 [366]
 [332]
 [365]
 [365]
 [366]
 [366]
 [732]
 [368]
 [366]
 [365]]"
"[[332]
 [399]
 [ 99]
 [365]
 [ 99]]"
"[[332]
 [401]
 [332]
 [366]
 [165]
 [366]
 [365]
 [332]
 [399]
 [366]
 [332]
 [365]
 [366]
 [332]]"
"[[399]
 [366]
 [365]
 [166]
 [399]
 [366]
 [299]]"
"[[233]
 [232]
 [365]
 [166]
 [366]
 [366]
 [333]
 [366]
 [365]
 [133]
 [299]
 [332]]"
"[[299]
 [332]]"
"[[299]
 [299]
 [466]
 [299]
 [366]
 [299]]"
"[[332]
 [332]
 [299]
 [299]]"
"[[365]
 [465]
 [399]
 [ 99]
 [399]
 [399]
 [432]]"
"[[432]
 [332]
 [365]
 [332]
 [299]
 [299]
 [299]
 [299]
 [299]]"
"[[299]
 [366]
 [399]
 [366]
 [299]]"
"[[299]
 [299]]"
"[[332]
 [332]
 [332]
 [299]
 [ 99]
 [133]
 [332]
 [299]
 [428]
 [ 84]
 [698]
 [332]]"
"[[ 99]
 [366]
 [332]]"
"[[300]
 [266]
 [269]
 [ 99]
 [ 99]
 [ 99]
 [133]
 [ 99]
 [ 99]
 [166]
 [199]
 [133]
 [ 98]
 [266]
 [266]
 [266]
 [332]
 [900]
 [366]
 [665]
 [332]
 [333]
 [432]
 [332]]"
"[[366]
 [365]
 [366]
 [332]
 [365]
 [332]]"
