0
"[[133.   10. ]
 [ 68.    2.1]
 [ 65.   11.4]
 [ 66.    0.9]
 [ 66.    7.9]
 [ 66.    0.6]
 [ 66.    7.8]
 [ 66.    6.2]
 [ 99.   11.3]
 [ 66.   11.3]
 [ 66.    6.1]
 [100.    4.4]
 [ 99.   13.5]
 [ 99.    4.3]
 [ 66.   11.2]
 [ 66.    1.5]
 [ 66.    9.6]
 [ 99.   40.5]
 [ 66.   22.8]
 [133.   21.3]
 [ 99.   32.5]
 [ 66.   31.3]
 [ 66.   37.6]
 [ 66.   48.5]
 [ 66.   43.3]
 [ 99.   18.2]
 [166.   30.4]
 [ 99.   12.1]
 [ 66.   10.5]
 [ 66.    2.4]
 [ 66.    5.6]
 [ 66.    0.8]
 [ 66.    9.8]
 [ 66.    4. ]
 [ 66.    1.2]
 [ 65.    2.4]
 [ 66.    3.9]
 [ 66.    7.3]
 [ 99.   12.3]
 [ 66.    2.3]
 [ 99.    0.7]
 [ 66.    0.7]
 [ 66.    3. ]
 [ 99.   13.1]
 [ 66.   14. ]
 [ 66.    1.9]
 [ 66.    0.9]
 [ 99.    4.7]
 [ 66.    0.4]
 [ 99.    6.1]
 [ 99.   10.1]
 [ 66.    9.6]
 [ 66.    3.6]
 [ 99.   11.3]
 [ 66.    0.5]
 [ 66.   13.6]
 [ 99.   15.2]
 [ 66.    3.4]
 [ 99.    5.4]
 [ 99.    7. ]
 [ 66.    0.4]
 [ 66.    4.1]
 [132.    3.8]
 [ 67.    0.5]
 [ 99.   10.9]
 [ 99.    1.2]
 [ 66.    0.6]
 [ 66.    0.5]
 [ 98.    9.8]
 [ 66.    5. ]
 [ 99.    7.5]
 [ 66.    0.8]
 [ 66.    0.7]
 [ 66.    9.9]
 [ 66.    0.6]
 [ 66.    7.6]
 [133.    7.3]
 [ 66.    0.7]
 [133.   10.9]
 [ 65.    5. ]
 [ 99.    1.8]
 [ 66.   10.1]
 [ 99.   14.8]
 [100.    3. ]
 [ 66.    5.5]
 [ 67.    7.7]
 [ 99.   24.4]
 [132.   39.8]
 [ 66.   23.5]
 [ 66.   51.1]
 [132.  138.1]
 [ 99.   87.3]
 [ 99.   35.2]
 [ 66.   17.6]
 [ 66.    9.4]
 [ 99.   14.6]
 [ 66.    1.2]
 [ 66.    1.5]
 [ 66.    2.8]
 [ 66.    9.5]
 [ 66.    0.4]
 [ 99.   10.2]
 [ 99.    1.9]
 [ 66.   14.2]
 [100.    2.6]
 [ 99.   10.7]
 [ 99.   11.5]
 [ 66.    2.3]
 [ 66.    2.6]
 [ 67.    0.9]
 [ 99.   13.6]
 [ 67.    2.3]
 [ 66.    6.8]
 [ 66.    2.4]
 [ 99.   16.7]
 [ 66.    3.6]
 [ 66.    2.3]
 [ 99.   10.7]
 [ 66.    0.5]
 [ 66.    2.3]
 [ 99.   15.4]
 [ 99.   17.3]
 [ 66.   16.9]
 [100.   21.3]
 [ 99.    3.2]
 [ 99.   15.4]
 [ 66.    1.6]
 [100.   12.7]
 [ 99.   14.2]
 [100.   14.4]
 [ 99.   15.3]
 [ 66.    2.5]
 [ 66.    1.7]
 [ 99.    1.1]
 [ 66.   12.5]
 [ 66.    1.5]
 [ 66.    2.4]
 [ 65.    2.4]
 [ 67.    5.7]
 [100.    2.7]
 [ 66.    4.8]
 [ 67.    8.1]
 [ 99.    2.7]
 [ 67.    5. ]
 [ 66.    4.4]
 [ 66.    1.4]
 [ 66.    7. ]
 [ 99.    2.1]
 [ 67.   10.6]
 [ 67.    0.6]
 [ 99.    4.8]
 [ 99.    6.1]
 [ 66.    3.9]
 [ 65.    2.7]
 [ 66.   12.5]
 [ 66.    2.4]
 [ 66.   20.5]
 [ 99.    3.2]
 [ 66.   10.4]
 [ 66.   10.5]
 [ 66.    2.4]
 [ 66.   12.8]
 [100.    6.7]
 [ 66.    0.6]
 [ 99.   12.6]
 [ 99.   11.9]
 [ 66.   12.1]
 [ 99.    1.3]
 [ 99.   10.8]
 [ 68.    6.4]
 [138.   12.5]
 [ 99.    1.8]
 [ 66.    1.1]
 [ 66.    1.2]
 [ 66.    7. ]
 [ 66.   11.2]
 [ 67.    2.4]
 [132.   18.9]
 [ 99.    3.4]
 [ 99.   24.7]
 [ 66.    7.1]
 [ 66.    5.1]
 [ 66.    2.9]
 [ 67.    8.6]
 [ 66.    1.1]
 [ 66.   20. ]
 [ 99.    4.7]
 [ 99.    2.3]
 [ 66.   12.3]
 [ 99.    3.2]
 [ 99.    5.8]
 [ 66.    9.1]
 [ 66.    1.1]
 [132.   17.8]
 [ 66.    9.3]
 [ 66.    5.6]
 [ 66.    3.2]
 [ 66.   10.5]
 [ 99.   10.2]
 [ 99.   11.7]
 [ 65.    1.9]
 [100.    1.7]
 [ 66.    9.7]
 [ 66.    0.5]
 [ 99.   16.4]
 [ 66.    0.9]
 [ 66.    6.5]
 [ 66.   11. ]
 [ 99.    1.3]
 [ 66.    2.2]
 [ 66.    4.2]
 [ 99.    4.6]
 [ 99.   15.7]
 [ 99.   11.5]
 [ 99.    4.7]
 [ 66.    3.4]
 [ 66.    2.5]
 [ 66.    3.8]
 [ 99.   20.4]
 [ 66.    0.6]
 [ 66.    1.6]
 [ 66.    1.3]
 [ 99.   18.2]
 [ 66.    4. ]
 [ 99.    4.2]
 [ 66.    3. ]
 [ 66.    9.1]
 [ 66.    1.5]
 [ 66.    5.7]
 [ 66.    2.2]
 [ 66.    1.5]
 [ 66.    1.8]
 [ 99.    4.2]
 [ 66.   13. ]
 [ 66.    3.3]
 [ 66.    8. ]
 [ 66.    5.4]
 [ 66.    0.7]
 [ 66.    4.9]
 [ 66.    2. ]
 [ 66.   18.3]
 [ 66.    6.3]
 [ 66.    9.2]
 [ 67.    3. ]
 [ 99.    2.2]
 [ 99.    1.6]
 [ 65.   10. ]
 [ 65.    0.7]
 [ 66.    7.7]
 [ 69.    4.3]
 [ 66.    1.7]
 [ 66.    2.6]
 [ 66.    1.9]
 [ 66.   11.3]
 [ 99.    3. ]
 [ 66.   15.8]
 [ 66.    1.2]
 [ 66.   10.7]
 [ 99.   11.7]
 [ 99.    1.8]
 [ 66.    3.2]
 [ 99.   11.2]
 [ 99.    7.4]
 [ 66.    1.3]
 [ 66.    1.1]
 [ 67.    0.5]
 [ 66.    8.1]
 [ 66.    9.1]
 [101.    3. ]
 [ 66.    7.8]
 [ 66.    3.6]
 [ 99.   16.4]
 [100.    9.4]
 [ 66.    7.2]
 [ 66.    1.6]
 [ 99.    8.7]
 [ 66.    2.4]
 [ 99.    2. ]
