0
"[[110.6  89.4  23.   11. ]
 [115.4  82.6  10.    9. ]
 [117.5  84.    0.    2. ]
 ...
 [158.2  89.8  18.  121. ]
 [156.5  86.8  16.   53. ]
 [157.   86.   18.   58. ]]"
"[[118.3  80.8  32.   58. ]
 [123.4  91.6  15.   11. ]
 [119.3  88.5   9.    8. ]
 ...
 [125.2  91.3  10.    9. ]
 [121.3  95.    4.   14. ]
 [128.8  96.   13.   28. ]]"
"[[113.   89.   47.   70. ]
 [113.   92.    3.    6. ]
 [115.7  87.7  13.   32. ]
 ...
 [119.5  91.    9.   36. ]
 [116.   92.5   7.    9. ]
 [116.3  93.   22.   48. ]]"
"[[ 85.7  66.3   9.   64. ]
 [ 78.5  53.8   9.   43. ]
 [ 77.   53.2   7.   17. ]
 ...
 [ 98.3  77.7  53.   62. ]
 [110.5  83.3   8.    5. ]
 [110.6  80.4   6.    1. ]]"
"[[101.8  93.3   5.    4. ]
 [103.6  78.9  10.   11. ]
 [ 93.7  73.7  11.   19. ]
 ...
 [122.6 107.8 125.  334. ]
 [130.7  89.4   3.   17. ]
 [120.8 108.4  71.   68. ]]"
"[[ 90.   63.   14.   31. ]
 [ 92.5  65.5  23.   45. ]
 [ 98.   67.   25.   69. ]
 ...
 [117.   67.7   5.    6. ]
 [123.   71.    2.    3. ]
 [125.8  71.6  10.   21. ]]"
"[[122.3  90.4  30.   48. ]
 [123.   91.    6.   30. ]
 [125.   90.   62.   91. ]
 ...
 [ 72.8  64.3  29.    6. ]
 [ 80.2  67.7 124.   10. ]
 [ 85.9  71.4  41.   15. ]]"
"[[135.   99.1   8.    8. ]
 [127.2  91.3  18.   10. ]
 [134.5  90.7   9.   25. ]
 ...
 [160.  103.    0.    6. ]
 [161.5 104.5  10.   50. ]
 [163.5 113.7  15.   59. ]]"
"[[98.  79.   1.   6. ]
 [93.8 72.8 17.  30. ]
 [93.5 74.   1.  10. ]
 ...
 [86.4 59.8  4.  18. ]
