0
"[[ 78.   65.3  10.   17. ]
 [ 86.7  70.3   4.    1. ]
 [ 87.7  71.3   3.    8. ]
 ...
 [127.2 104.2   6.   25. ]
 [129.  111.3   1.    0. ]
 [129.8 116.8   2.    3. ]]"
"[[ 86.3  68.7   6.   14. ]
 [ 88.7  71.3   3.    8. ]
 [ 91.   72.3  17.   19. ]
 ...
 [107.   93.5   3.   11. ]
 [107.3  86.   24.   55. ]
 [109.   87.    1.    1. ]]"
"[[71.3 52.2  1.  25. ]
 [78.8 72.   1.   4. ]
 [79.  74.   1.   1. ]
 ...
 [82.7 67.3  8.  17. ]
 [88.3 72.3  0.   5. ]
 [92.5 72.   0.   6. ]]"
"[[76.7 77.3  2.   1. ]
 [74.7 75.7  2.   2. ]
 [69.3 69.   0.   3. ]
 ...
 [62.5 59.8  1.   6. ]
 [59.3 58.7  3.   6. ]
 [66.  63.8  3.   7. ]]"
"[[ 68.7  67.8   3.    4. ]
 [ 70.4  68.6   4.   16. ]
 [ 73.2  70.    1.    3. ]
 ...
 [ 98.   82.5   0.    0. ]
 [103.   94.3   1.    4. ]
 [ 98.5  97.8  14.   12. ]]"
"[[ 85.   71.    1.    0. ]
 [ 91.2  78.8  57.    9. ]
 [ 90.5  83.5   3.    6. ]
 ...
 [105.   86.8   1.    1. ]
 [104.   87.7   1.    6. ]
 [102.8  86.2  93.   46. ]]"
"[[90.4 86.6 35.  17. ]
 [86.6 76.6  3.   5. ]
 [84.1 75.   1.   4. ]
 ...
 [62.  58.7 25.   2. ]
 [63.3 56.8 29.  12. ]
 [68.4 63.2  1.   3. ]]"
"[[ 87.3  71.8  16.    5. ]
 [ 90.4  75.8  12.   13. ]
 [ 94.   83.8  12.   13. ]
 ...
 [133.6 123.    3.    3. ]
 [135.  124.2   1.    2. ]
 [137.6 126.1  36.   51. ]]"
"[[69.5 61.  11.   2. ]
 [71.1 59.  48.  18. ]
 [71.  56.   7.   2. ]
 ...
 [71.5 58.5  2.   2. ]
 [72.3 59.7  3.   4. ]
 [76.7 64.7  5.  20. ]]"
"[[86.1 72.7  6.   5. ]
 [90.3 85.7  1.   2. ]
 [84.9 80.3  5.   7. ]
 ...
 [88.3 56.5  3.   9. ]
 [89.5 57.   2.   5. ]
 [89.  63.8  6.   8. ]]"
"[[ 85.   74.8   6.   10. ]
 [ 83.3  74.3   4.   10. ]
 [ 89.   82.    0.    5. ]
 ...
 [115.9 106.3  15.   18. ]
 [116.9 115.2  48.    8. ]
 [122.5 120.5   6.    1. ]]"
"[[ 73.7  64.7   3.   10. ]
 [ 73.3  73.8   7.    8. ]
 [ 69.   69.7   8.    9. ]
 [ 66.4  61.6  11.   10. ]
 [ 68.2  63.5   7.   25. ]
 [ 70.   61.    3.    7. ]
 [ 69.5  62.8  37.   15. ]
 [ 62.5  56.3   4.    3. ]
 [ 60.   54.8   1.    4. ]
 [ 61.   54.5   4.    4. ]
 [ 60.   54.5   0.    0. ]
 [ 61.5  54.9  11.    8. ]
 [ 61.   55.7   0.    3. ]
 [ 61.2  55.9   3.    4. ]
 [ 61.9  57.1   5.   10. ]
 [ 62.8  52.    4.    3. ]
 [ 70.2  59.2  11.   20. ]
 [ 71.1  59.    7.    9. ]
 [ 70.6  59.4  12.   26. ]
 [ 72.9  59.9  12.    8. ]
 [ 75.2  63.3  14.    9. ]
 [ 74.7  63.7   3.   12. ]
 [ 74.   62.2   1.    5. ]
 [ 74.6  62.    1.    5. ]
 [ 75.8  64.3   9.   16. ]
 [ 77.   63.3   2.    4. ]
 [ 76.3  61.3   0.   14. ]
 [ 71.4  56.    3.    6. ]
 [ 71.6  59.8   1.    3. ]
 [ 73.1  62.4   4.    5. ]
 [ 76.   61.5   1.   10. ]
 [ 85.2  73.7   9.   13. ]
 [ 86.   74.3  12.   13. ]
 [ 83.7  74.    1.    2. ]
 [ 80.   70.3  23.   22. ]
 [ 82.2  69.    9.   12. ]
 [ 84.6  67.6   2.   14. ]
 [ 85.   70.5   4.    3. ]
 [ 77.6  63.8   3.   32. ]
 [ 65.3  60.3   2.    2. ]
 [ 63.2  59.    2.    4. ]
 [ 69.5  65.3   0.    3. ]
 [ 71.3  65.7   2.    4. ]
 [ 72.   63.    1.    7. ]
 [ 67.5  53.    1.    8. ]
 [ 65.3  50.3   1.    6. ]
 [ 64.   49.    2.    3. ]
 [ 69.6  59.    2.   10. ]
 [ 65.2  54.8   4.   15. ]
 [ 63.   54.    1.    4. ]
 [ 63.2  56.5   2.    4. ]
 [ 62.6  57.    2.    6. ]
 [ 60.5  54.3   1.    3. ]
 [ 60.   50.5   4.    9. ]
 [ 62.   55.    3.    4. ]
 [ 61.   52.    1.    1. ]
 [ 62.4  52.2   1.    4. ]
 [ 64.9  57.4   2.   12. ]
 [ 66.   59.6   2.    2. ]
 [ 65.2  58.2   2.    3. ]
 [ 64.3  55.5   1.    8. ]
 [ 60.5  51.    7.   16. ]
 [ 60.9  52.3   4.    6. ]
 [ 64.6  54.1   3.    2. ]
 [ 61.4  50.4   3.    8. ]
 [ 62.8  50.1   2.    7. ]
 [ 65.   51.6   1.    1. ]
 [ 65.   49.9   3.   19. ]
 [ 66.9  53.3   8.   16. ]
 [ 69.4  56.8   0.   12. ]
 [ 66.1  53.6   3.   10. ]
 [ 66.   52.3   1.    6. ]
 [ 65.8  51.    0.    1. ]
 [ 67.   50.7   4.   19. ]
 [ 68.5  56.8   5.   17. ]
 [ 70.8  61.7   5.   13. ]
 [ 73.   64.    3.   17. ]
 [ 70.3  61.1   3.   18. ]
 [ 70.3  61.8  31.   17. ]
 [ 74.8  65.    6.    2. ]
 [ 78.7  67.6   8.    9. ]
 [ 80.   67.5   0.    4. ]
 [ 79.   67.    4.    8. ]
 [ 77.5  65.5   2.    8. ]
 [ 77.5  64.5   6.   12. ]
 [ 78.3  65.3   4.    6. ]
 [ 81.4  70.6  10.   17. ]
 [ 74.3  66.3   5.    3. ]
 [ 71.8  63.4  17.   13. ]
 [ 72.   64.    3.    5. ]
 [ 68.   57.    1.    1. ]
 [ 78.9  67.1   3.   36. ]
 [ 78.   65.    2.    5. ]
 [ 73.5  64.8   3.   14. ]
 [ 79.5  66.    0.    6. ]
 [ 83.   70.4  62.   62. ]
 [ 86.7  71.    5.    4. ]
 [ 86.   71.8   6.   11. ]
 [ 74.   62.4   5.   43. ]
 [ 77.5  67.    1.    1. ]
 [ 82.8  74.6   3.   11. ]
 [ 87.3  78.    2.    8. ]
 [ 87.3  76.3  17.   36. ]
 [ 90.   78.   13.   16. ]
 [ 90.8  78.6  12.   17. ]
 [ 92.5  80.    0.    0. ]
 [ 95.   81.5   3.    2. ]
 [ 96.   82.3  13.   23. ]
 [ 95.8  79.3  23.   35. ]
 [101.7  83.4  54.  173. ]
 [105.8  76.5  10.   26. ]
 [102.   74.3   8.   31. ]
 [100.5  71.5   5.   16. ]
 [102.   71.5  14.   32. ]
 [106.2  69.5   4.   10. ]
 [107.   71.    5.    4. ]
 [107.4  71.2  11.    9. ]
 [105.5  74.   38.   24. ]
 [101.   75.   10.   21. ]
 [100.7  82.   14.   17. ]
 [102.   82.   16.   29. ]
 [101.5  82.5   5.    3. ]
 [ 82.   72.2   7.   22. ]
 [ 79.5  71.5   2.    5. ]
 [ 82.5  74.8  15.   19. ]
 [ 85.3  75.7   4.   17. ]
 [ 85.2  71.    7.    5. ]
 [ 90.4  71.7  19.   87. ]
 [ 91.   72.    1.    8. ]
 [ 93.3  73.    2.    2. ]
 [ 76.4  65.   11.   45. ]
 [ 77.   59.7   1.    5. ]
 [ 81.6  60.1   8.   23. ]
 [ 85.5  62.    5.   12. ]
 [ 87.5  63.4   5.   19. ]
 [ 84.   62.    1.    2. ]
 [ 83.5  62.8  10.   54. ]
 [ 87.3  63.3   3.   30. ]
 [ 91.3  66.5   6.   20. ]
 [ 95.7  69.    0.   27. ]
 [ 99.1  71.7   2.    3. ]
 [103.7  76.2   5.   29. ]
 [106.3  80.7   0.    6. ]
 [112.   93.5   0.    2. ]
 [106.4  79.6  21.  122. ]
 [107.2  73.   23.   15. ]
 [107.7  72.1   7.   21. ]
 [106.8  73.6   4.   24. ]
 [107.   76.7   2.   11. ]
 [108.   78.7  21.  103. ]
 [104.   73.    4.   33. ]
 [102.   70.5  12.   25. ]
 [ 86.5  56.5   2.    5. ]
 [ 86.5  57.3   3.    7. ]
 [ 86.5  56.5   3.   14. ]
 [ 88.1  58.3  45.   46. ]
 [ 91.3  71.    9.   48. ]
 [ 90.   72.    6.    0. ]
 [ 95.1  80.7  19.   35. ]
 [ 94.   82.5   1.    0. ]
 [ 96.   90.   17.   21. ]
 [ 99.   77.3   5.    2. ]
 [ 94.   87.   18.   27. ]
 [ 90.2  88.   58.   58. ]
 [ 91.   87.   38.   21. ]]"
"[[73.7 64.7  3.  10. ]
 [73.3 73.8  7.   8. ]
 [69.  69.7  8.   9. ]
 ...
 [86.  86.   4.   2. ]
 [89.8 92.2  5.  12. ]
 [96.6 97.6  3.   4. ]]"
"[[74.  67.   4.   0. ]
 [69.3 60.6 19.  10. ]
 [66.  61.   1.   0. ]
 ...
 [66.9 61.4  4.   5. ]
 [67.  61.5 12.   7. ]
 [70.9 63.9 28.   6. ]]"
"[[ 86.8  73.4   3.    9. ]
 [ 86.5  71.5   0.    8. ]
 [ 85.   72.4   7.   15. ]
 ...
 [102.4  94.6   8.   25. ]
 [ 86.   69.9  58.   66. ]
 [ 85.2  71.8  11.   29. ]]"
"[[ 74.6  70.8   2.    4. ]
 [ 81.3  76.    1.    5. ]
 [ 79.   75.1   5.    6. ]
 ...
 [ 83.7  70.   76.  194. ]
 [ 85.7  70.    2.    1. ]
 [ 85.8  76.    5.   12. ]]"
"[[55.6 48.3  7.  10. ]
 [58.2 46.2  2.  11. ]
 [59.4 47.6  2.   5. ]
 ...
 [91.5 82.   0.   0. ]
 [95.3 82.9  2.   4. ]
 [95.5 87.5 44.  33. ]]"
"[[ 55.6  48.3   7.   10. ]
 [ 58.2  46.2   2.   11. ]
 [ 59.4  47.6   2.    5. ]
 ...
 [ 90.7  71.7  53.  215. ]
 [ 94.4  78.8   1.    1. ]
 [ 89.6  77.9   4.    5. ]]"
"[[78.3 78.3  6.  12. ]
 [79.  77.3  7.   4. ]
 [73.7 64.5  2.   4. ]
 ...
 [63.3 57.4  4.  13. ]
 [64.8 57.1  3.   9. ]
 [63.9 56.9  4.  18. ]]"
"[[ 61.9  51.6  20.   16. ]
 [ 65.5  57.3   3.    7. ]
 [ 72.8  69.9  13.    4. ]
 [ 74.1  73.7   6.   13. ]
 [ 81.   79.8   3.    5. ]
 [ 84.   83.    2.    4. ]
 [ 87.   84.8   2.    2. ]
 [ 85.2  83.2   4.    7. ]
 [ 74.6  73.6   4.   18. ]
 [ 64.   64.    3.    4. ]
 [ 65.7  64.3   2.    4. ]
 [ 69.2  66.    2.    7. ]
 [ 64.3  58.    5.    2. ]
 [ 63.   57.5   1.    6. ]
 [ 63.3  57.    4.    6. ]
 [ 69.   65.9   2.   12. ]
 [ 67.   64.3   1.    1. ]
 [ 66.3  62.8   3.    1. ]
 [ 65.8  58.9   3.    4. ]
 [ 70.6  68.    4.   28. ]
 [ 68.7  66.9   4.    9. ]
 [ 70.7  70.5   5.   10. ]
 [ 74.   72.3   1.    2. ]
 [ 75.7  72.2   2.    3. ]
 [ 75.2  70.6   2.    3. ]
 [ 73.4  69.2   1.    7. ]
 [ 73.   69.    2.    2. ]
 [ 72.   69.    0.    0. ]
 [ 64.7  59.   39.   12. ]
 [ 63.1  56.7  77.    7. ]
 [ 67.8  59.8  29.    6. ]
 [ 73.   65.    6.    0. ]
 [ 75.3  66.   28.    2. ]
 [ 74.4  66.   11.    4. ]
 [ 73.9  66.6  16.   20. ]
 [ 78.8  76.8   2.    5. ]
 [ 76.8  75.    4.   12. ]
 [ 75.4  74.8   3.    1. ]
 [ 77.4  77.    1.    4. ]
 [ 79.   78.    0.    0. ]
 [ 79.8  78.    2.    2. ]
 [ 75.2  67.2   9.   15. ]
 [ 70.6  63.   11.    9. ]
 [ 74.8  73.3   2.    2. ]
 [ 77.2  74.5   4.    7. ]
 [ 78.3  75.3   4.    4. ]
 [ 79.4  77.3   2.    2. ]
 [ 65.7  63.8   2.    7. ]
 [ 61.2  61.4   1.    5. ]
 [ 69.6  68.5   4.    6. ]
 [ 75.3  76.    2.    3. ]
 [ 78.1  77.6   5.   12. ]
 [ 67.6  67.6   2.    5. ]
 [ 68.9  66.6   9.    3. ]
 [ 65.3  63.4   5.    6. ]
 [ 70.   67.8   0.    2. ]
 [ 73.1  72.7   5.    8. ]
 [ 73.   65.5  20.    8. ]
 [ 71.5  63.1  73.   18. ]
 [ 74.1  68.3  13.   14. ]
 [ 65.2  56.6   4.   10. ]
 [ 71.7  61.3  38.   43. ]
 [ 76.   68.   10.    6. ]
 [ 77.   71.    7.    3. ]
 [ 80.8  72.3  11.    1. ]
 [ 76.9  69.8  30.   19. ]
 [ 74.9  67.2  24.   14. ]
 [ 73.   61.2  81.   43. ]
 [ 81.   72.9  47.   16. ]
 [ 84.2  76.4   5.    1. ]
 [ 83.7  77.3   6.    4. ]
 [ 82.5  77.    0.    2. ]
 [ 82.4  79.3   9.   22. ]
