0
"[[ 83.6  80.7   1.    2. ]
 [ 84.   69.3   2.    0. ]
 [ 84.9  69.4  34.   14. ]
 ...
 [128.  110.    7.   30. ]
 [125.5 114.4   6.    5. ]
 [129.3 115.7   9.   24. ]]"
"[[104.3 104.5  10.    6. ]
 [106.8 106.8  14.   12. ]
 [ 97.   95.7   4.    4. ]
 [ 90.5  92.    0.    5. ]
 [ 89.4  84.4   7.    5. ]
 [ 93.8  91.6   1.    5. ]
 [ 91.6  89.6   2.   10. ]
 [102.  102.7   0.    2. ]
 [104.8 106.8   3.   11. ]
 [104.7 105.    4.   11. ]
 [104.5 106.    0.    0. ]
 [103.9 105.1   6.   15. ]
 [106.3  94.    3.    5. ]
 [103.5  90.    1.    2. ]
 [100.3 100.5   1.    9. ]
 [ 98.2  98.    1.    9. ]
 [ 98.   92.7   1.    6. ]
 [ 85.5  78.8   0.    1. ]
 [ 90.6  81.7   8.   11. ]
 [102.   93.7   1.    9. ]
 [100.3 106.    1.    3. ]
 [ 93.7 105.7   2.    2. ]
 [104.7 100.7   5.   12. ]
 [107.4 104.    8.   22. ]
 [106.3  98.3   0.    0. ]
 [104.6  96.4   3.    1. ]
 [ 96.   93.5   0.    1. ]
 [ 96.6  90.    2.   10. ]
 [ 90.6  95.    3.    6. ]
 [101.  100.2  16.    9. ]
 [103.3 102.3  10.    5. ]
 [104.  102.4  25.    8. ]
 [105.4  99.3  47.    5. ]
 [109.3  98.    7.    3. ]
 [108.4 100.6  15.    3. ]
 [102.   93.8   5.   16. ]
 [ 99.9  90.   31.   18. ]
 [105.3  97.2  49.   11. ]
 [112.3 100.1   2.    5. ]
 [117.3 108.    6.    3. ]
 [ 99.8  93.7  25.   10. ]
 [ 94.3  81.7  39.   90. ]
 [ 94.3  81.7   6.    1. ]
 [ 97.   84.    4.    1. ]
 [104.3  89.7   1.    1. ]
 [109.3  97.8   1.    5. ]
 [107.3  95.7   3.    3. ]
 [105.   91.1   9.    6. ]
 [106.6  95.9  31.    8. ]
 [105.9  95.1  31.   13. ]
 [105.7  94.    9.    1. ]
 [108.4  98.1  59.   18. ]
 [108.7 100.5  29.   11. ]
 [102.8  96.4  59.   12. ]
 [102.3  88.    9.    2. ]
 [102.3  85.3  11.   16. ]
 [106.   89.    4.    3. ]
 [103.7  89.9  10.    7. ]
 [ 89.7  81.8   5.   11. ]
 [ 84.7  84.7   2.    3. ]
 [105.3  98.3  17.   10. ]
 [107.   93.    1.    0. ]
 [110.1  95.4   8.    5. ]
 [103.7  95.   16.    7. ]
 [105.8  91.    2.    2. ]
