0
"[[ 66.    1.1]
 [ 66.    1. ]
 [100.    0.5]
 ...
 [ 99.    4.1]
 [ 66.    1.9]
 [ 66.    1.6]]"
"[[ 66.    1.8]
 [ 66.    4.2]
 [ 99.   13.6]
 [ 99.    1.5]
 [ 67.    8.4]
 [ 99.    1.6]
 [ 62.    0.9]
 [ 66.    2.6]
 [ 63.    1. ]
 [ 67.    5.3]
 [ 66.    4. ]
 [ 66.    0.5]
 [101.    1.1]
 [ 99.    0.8]
 [ 66.    0.6]
 [132.    5.9]
 [ 66.    2.7]
 [133.    4.7]
 [ 66.    1.3]
 [ 67.    0.6]
 [ 66.    0.7]
 [ 66.    0.9]
 [133.    6.4]
 [ 66.    5.6]
 [ 66.   11.4]
 [ 66.    1.1]
 [ 66.    2.2]
 [ 67.    1.3]
 [ 64.    0.6]
 [ 66.    5.3]
 [ 99.    4. ]
 [100.    0.6]
 [ 66.    3.9]
 [ 66.    2.1]
 [ 66.    1. ]
 [ 66.    0.7]
 [133.    2. ]
 [ 66.    0.9]
 [ 99.    7.2]
 [ 66.    0.5]
 [ 99.    3.5]
 [ 99.    0.9]
 [ 99.    7.1]
 [ 66.    3.1]
 [ 66.    2.6]
 [ 66.    7.1]
 [ 66.    2.5]
 [ 66.   11.5]
 [ 66.    0.6]
 [100.    1.8]
 [ 66.    2.1]
 [ 66.    1.6]
 [232.   41.3]
 [133.   28.8]
 [ 66.    5.2]
 [ 67.    4.1]
 [ 66.    1.3]
 [ 66.    0.5]
 [132.    1.2]
 [ 66.    1. ]
 [132.    2.2]
 [ 66.    2.8]
 [ 66.    0.7]
 [ 66.    1.4]
 [ 66.    6. ]
 [ 66.    3.4]
 [ 71.    1.1]
 [133.    1.7]
 [ 66.    5.1]
 [ 67.    0.5]
 [ 66.    0.5]
 [ 66.    7.1]
 [ 66.   10.8]
 [ 66.   10.9]
 [ 66.    8.5]
 [ 66.    1.1]
 [ 66.    0.9]
 [ 66.    1.6]
 [133.    2. ]
 [ 66.    1.8]
 [ 66.    1.2]
 [ 66.    1.8]
 [134.   23.5]
 [ 66.    3.8]
 [ 66.    2.4]
 [ 99.    0.8]
 [ 66.    0.8]
 [ 99.    0.5]
 [ 99.    2. ]
 [ 66.    5.7]
 [ 99.   19.5]
 [132.   15.8]
 [ 99.   11.9]
 [101.    2.5]
 [133.   19.4]
 [ 66.    1.8]
 [ 66.    1.2]
 [ 66.    1.4]
 [166.    6.9]
 [ 66.    3. ]
 [ 66.    0.6]
 [ 66.    1.2]
 [ 66.    1. ]
 [ 66.    3. ]
 [100.    6.9]
 [ 99.   13.8]
 [ 99.   18.4]
 [133.   27.9]
 [100.   23.1]
 [ 99.    0.7]
 [ 66.    6.6]
 [ 99.    0.6]
 [ 65.   17.2]
 [133.   20.5]
 [ 99.   22.3]
 [ 66.    9.9]
