0
"[[ 266]
 [ 299]
 [ 465]
 [  99]
 [ 131]
 [ 232]
 [ 133]
 [ 632]
 [ 266]
 [ 266]
 [ 698]
 [ 831]
 [  99]
 [ 166]
 [ 266]
 [ 699]
 [  99]
 [  99]
 [ 632]
 [ 565]
 [ 134]
 [ 898]
 [ 532]
 [ 265]
 [ 897]
 [ 399]
 [  99]
 [ 433]
 [ 267]
 [ 464]
 [ 232]
 [ 432]
 [ 865]
 [ 299]
 [ 565]
 [ 831]
 [ 132]
 [ 166]
 [1031]
 [ 598]
 [ 865]
 [ 499]
 [  99]
 [ 299]
 [ 166]
 [  99]
 [ 931]
 [ 299]
 [ 263]
 [ 598]
 [ 130]
 [ 332]
 [  99]
 [ 465]
 [ 265]
 [ 731]
 [  99]
 [  99]
 [ 332]
 [  99]
 [ 166]
 [ 665]
 [ 499]
 [ 998]
 [ 700]
 [ 532]
 [  99]
 [ 133]
 [ 299]
 [ 399]
 [ 698]
 [ 632]
 [ 366]
 [ 166]
 [ 465]
 [ 332]
 [ 432]
 [ 998]
 [ 665]
 [ 499]
 [ 133]
 [ 232]
 [ 865]
 [  99]
 [ 399]
 [ 898]
 [ 232]
 [ 565]
 [ 266]
 [ 265]
 [ 199]
 [ 166]
 [ 133]
 [ 731]
 [ 831]
 [ 199]
 [ 166]
 [ 299]
 [ 199]
 [  99]
 [ 133]
 [ 432]
 [ 199]
 [ 133]
 [ 965]
 [ 931]
 [ 732]
 [ 299]
 [ 332]
 [ 998]
 [ 931]
 [  99]
 [ 698]
 [ 597]
 [ 265]
 [ 499]
 [ 166]
 [ 133]
 [  99]
 [ 133]
 [ 532]
 [ 132]
 [ 998]
 [ 697]
 [ 132]
 [ 133]
 [ 365]
 [ 434]
 [ 698]
 [  99]
 [ 366]
 [ 133]
 [ 632]
 [  99]
 [ 865]
 [ 598]
 [ 365]
 [ 266]
 [ 432]
 [ 100]
 [ 436]
 [ 332]
 [ 101]
 [ 302]
 [ 265]
 [ 465]
 [  99]
 [  99]
 [  99]
 [ 332]
 [ 133]
 [ 133]
 [ 499]
 [ 166]
 [ 365]
 [ 831]]"
"[[166]
 [465]
 [232]
 [298]
 [266]
 [299]
 [898]
 [133]
 [166]
 [399]
 [333]
 [532]
 [199]
 [232]
 [166]
 [465]
 [265]
 [865]
 [832]
 [665]
 [433]
 [133]
 [699]
 [399]
 [931]
 [232]
 [233]
 [299]
 [232]
 [ 99]
 [365]
 [532]
 [332]
 [599]
 [565]
 [267]
 [133]
 [100]
 [499]
 [133]
 [166]
 [132]
 [264]
 [831]
 [599]
 [133]
 [266]
 [665]
 [632]
 [199]
 [ 99]
 [299]
 [365]
 [ 99]
 [166]
 [ 99]
 [166]
 [166]
 [232]
 [132]
 [532]
 [101]
 [ 99]
 [233]
 [332]
 [898]
 [199]
 [166]
 [ 99]
 [399]
