0
"[[66.   1. ]
 [99.   1.2]
 [66.   1.9]
 ...
 [99.  10.3]
 [98.   2.2]
 [66.   1.4]]"
"[[ 99.    1. ]
 [ 99.    9.9]
 [ 66.    2.3]
 [133.    2.5]
 [ 66.   10.5]
 [ 66.    1.7]
 [ 66.    0.8]
 [ 66.    5.8]
 [ 66.    1.1]
 [ 66.    6.5]
 [ 68.    3. ]
 [ 66.    0.8]
 [ 63.    7.3]
 [ 66.    7.6]
 [ 66.    2.1]
 [ 66.    1.4]
 [ 66.    0.9]
 [ 66.    1.6]
 [ 66.    2.8]
 [ 66.    1.8]
 [ 99.   18. ]
 [ 66.   10. ]
 [ 66.    4.8]
 [ 99.    2.1]
 [ 66.    2.2]
 [ 66.    3.3]
 [ 99.    5.2]
 [ 65.    0.7]
 [ 67.    2.5]
 [ 66.    1.7]
 [ 66.    1.6]
 [ 66.    1.6]
 [ 99.    8.4]
 [ 66.    1.2]
 [ 66.    4. ]
 [ 65.   15.1]
 [132.   15.1]
 [ 66.    7.7]
 [ 66.    7.2]
 [ 66.    3. ]
 [ 66.    2.6]
 [133.   14.9]
 [ 66.   14. ]
 [ 66.    8.5]
 [ 66.   15.9]
 [ 66.    8. ]
 [ 99.   16.5]
 [ 66.    1.1]
 [ 66.    0.7]
 [199.   18.7]
 [ 99.   11.3]
 [ 99.   14.8]
 [ 66.    5.4]
 [199.   21.7]
 [ 99.   20.7]
 [133.    7.6]
 [ 66.    8.2]
 [ 66.   15.2]
 [ 67.    9.2]
 [ 66.   10.7]
 [ 66.   12.8]
 [ 66.   15.3]
 [ 65.   11.3]
 [ 66.    7.7]
 [199.   36.5]
 [100.   11.9]
 [ 66.   16.2]
 [ 66.    9.3]
 [266.   37.4]
 [ 66.    8.2]
 [199.   21. ]
 [200.   31.6]
 [ 66.    5.5]
 [198.   27.6]
 [ 66.    4.3]
 [ 67.    3.4]
 [ 66.   13.4]
 [ 66.    7.5]
 [ 99.   12.1]
