0
"[[ 81.7  67.    1.    3. ]
 [ 81.3  68.    1.    2. ]
 [ 83.4  71.2   4.   27. ]
 ...
 [120.   82.    0.    2. ]
 [120.   81.3   2.    0. ]
 [114.8  88.8  12.   16. ]]"
"[[ 85.   59.    2.    2. ]
 [ 85.8  63.3   1.    1. ]
 [ 87.1  60.    3.    4. ]
 [ 74.3  57.    2.    8. ]
 [ 73.7  57.8   2.    3. ]
 [ 80.5  54.7   2.    8. ]
 [ 75.4  52.6   5.    9. ]
 [ 75.6  49.4   3.   13. ]
 [ 77.8  47.6   9.    6. ]
 [ 82.8  55.3   4.    7. ]
 [ 88.6  64.9   2.    3. ]
 [ 93.5  75.7   7.    3. ]
 [ 94.3  71.    1.    2. ]
 [ 84.1  51.4   3.    6. ]
 [ 83.8  53.1   4.   21. ]
 [ 81.7  55.3   2.   13. ]
 [ 92.3  65.3  11.   10. ]
 [ 97.7  67.8   6.    2. ]
 [ 98.1  69.3   8.    8. ]
 [ 98.2  68.    2.   11. ]
 [ 90.8  62.    7.   10. ]
 [ 90.2  61.8   1.    2. ]
 [ 96.4  68.1   4.    4. ]
 [ 99.6  68.    2.    1. ]
 [ 93.3  68.3   3.   18. ]
 [ 89.3  61.1   9.   17. ]
 [ 88.   65.8  10.   10. ]
 [ 96.2  76.8  19.    2. ]
 [ 93.3  66.4 100.   39. ]
 [ 96.1  66.   56.    3. ]
 [100.5  65.8  13.    3. ]
 [101.8  66.5  23.    6. ]
 [102.3  67.5  19.    7. ]
 [103.7  70.5  39.   15. ]
 [101.   73.7   2.    1. ]
 [101.7  78.8  24.    3. ]
 [105.5  81.5  14.    6. ]
 [108.8  83.8  11.    7. ]
 [100.3  76.7   9.   24. ]
 [104.5  74.2   1.   20. ]
 [ 92.7  68.8  31.   19. ]
 [ 87.4  63.8  11.    5. ]
 [ 93.1  68.5  33.    2. ]
 [102.   77.    1.    5. ]
 [105.4  82.4  13.    9. ]
 [112.5  87.6  21.   10. ]
 [108.4  89.1  39.   16. ]
 [112.1  92.   50.   14. ]
 [114.7  91.5  29.   11. ]
 [118.   91.8  69.    2. ]
 [119.5  90.5   4.    0. ]
 [121.3  92.    7.    3. ]
 [115.8  84.8  17.   11. ]
