0
"[[ 75.9  53.9   2.    5. ]
 [ 80.1  55.3   2.    5. ]
 [ 85.6  55.    6.   16. ]
 [ 87.   52.3   3.    1. ]
 [ 90.2  60.   21.   33. ]
 [ 94.   59.    6.    8. ]
 [ 93.8  62.4   5.    6. ]
 [100.1  65.1  13.   19. ]
 [104.9  78.4   6.    9. ]
 [106.8  78.1  11.   15. ]
 [111.   87.3   3.    7. ]
 [111.9  87.5   5.   28. ]
 [110.9  80.1  12.   29. ]
 [112.7  78.3   7.   17. ]
 [107.6  74.6  15.   19. ]
 [109.4  79.    7.    4. ]
 [115.9  87.7  12.   37. ]
 [115.8  90.4   1.    9. ]
 [113.9  86.5  30.   10. ]
 [115.   88.7   0.    9. ]
 [117.   89.6   3.    8. ]
 [118.4  89.3   9.   15. ]
 [119.5  89.    3.   18. ]
 [120.   89.4   7.   16. ]
 [120.   88.5   4.   21. ]
 [113.3  91.   13.   19. ]
 [122.2  89.4   6.   37. ]
 [122.   89.    2.    6. ]
 [121.3  88.8   3.    8. ]
 [123.2  91.2   2.    5. ]
 [123.8  91.4   6.   31. ]
 [125.   89.7   1.   20. ]
 [122.5  86.3   2.   14. ]
 [123.8  86.5  16.   33. ]
 [124.5  86.    4.    2. ]
 [126.3  87.3   8.   44. ]
 [125.8  87.4   9.   20. ]
 [127.2  89.2  46.  119. ]
 [126.7  91.   39.   34. ]
 [126.   90.   60.  123. ]
 [124.7  90.   15.   14. ]
 [118.   85.7   3.    1. ]
 [121.   93.6  15.   34. ]
 [111.   91.3  11.   16. ]
 [106.3  84.6   2.   41. ]
 [110.5  86.    0.    4. ]
 [114.5  91.    5.   12. ]
 [116.9  81.6  19.   64. ]
 [117.5  82.    6.   25. ]
 [118.7  82.    2.   23. ]
 [120.3  82.   14.   83. ]
 [120.2  81.3  20.  104. ]
 [120.7  81.4  25.    8. ]
 [119.7  83.7  15.    7. ]
 [121.   84.5   0.    2. ]
 [122.   84.5   6.    1. ]
 [121.7  83.   20.   11. ]
 [121.7  87.3  16.   21. ]
 [123.9  87.6   3.   10. ]
 [124.9  87.9  71.  169. ]
 [124.   88.    2.    2. ]
 [122.   88.    0.    2. ]
 [124.   81.    7.   12. ]
 [123.   81.5   3.    5. ]
 [120.4  81.6   6.   17. ]
 [122.   84.3  12.   16. ]
 [125.   87.3  33.   24. ]
 [123.5  86.5  38.   28. ]
 [123.5  88.   14.    8. ]
 [131.4  90.   49.  136. ]
 [132.5  90.5  32.   40. ]
 [127.5  91.    2.    0. ]
 [128.3  90.   16.    7. ]
 [128.9  95.9  11.   11. ]
 [131.1  93.6  52.   12. ]
 [132.5  94.   19.    8. ]
 [133.5  99.1  14.   12. ]
 [133.1  98.3   7.   12. ]
 [131.8  95.7   7.   13. ]
 [134.6  97.3  17.   29. ]
 [137.   97.7  18.   65. ]
 [132.5  94.3  18.   31. ]
 [120.3  88.3  22.   15. ]
 [135.   93.5   9.   15. ]
 [133.6  96.4  19.   14. ]
 [136.8 106.5  10.   59. ]
 [128.  103.    2.    3. ]
 [125.1  98.9   4.    4. ]
 [121.   95.5  21.   28. ]
 [123.   94.3  73.   89. ]
 [130.4  84.3   8.   15. ]
 [131.   85.8   5.    0. ]
 [129.2  93.2   4.    4. ]
 [130.7  94.    2.   12. ]
 [131.5  94.5   4.    6. ]
 [130.4  93.   21.   48. ]
 [129.   94.   25.   31. ]
 [130.   96.3   4.   10. ]
 [131.   91.4   8.   15. ]
 [129.3  82.4   9.   15. ]
 [128.8  92.8   3.    5. ]
 [131.3  83.7   2.    6. ]
 [130.4  82.6   4.    6. ]
 [130.8  92.4   7.   12. ]
 [117.7  78.7  12.   15. ]
 [111.5  76.5  92.   24. ]
 [113.   75.   12.    0. ]
 [113.5  76.   17.    9. ]
 [113.3  75.9  29.    9. ]
 [ 70.   35.5  42.   16. ]
 [ 70.6  36.4   3.   17. ]
