0
"[[ 37.5  26.2   5.    3. ]
 [ 28.7  25.3 219.   44. ]
 [ 29.7  19.7   8.   27. ]
 ...
 [ 87.6  68.4   3.   11. ]
 [ 85.7  68.    9.   12. ]
 [ 90.9  71.2   2.   10. ]]"
"[[ 68.8  49.4  10.   14. ]
 [ 67.3  49.    7.   11. ]
 [ 71.8  53.3  17.    6. ]
 ...
 [ 67.   60.1 195.  198. ]
 [ 72.8  65.3  14.   18. ]
 [ 75.   68.6   2.   11. ]]"
"[[62.6 56.4  1.   4. ]
 [60.5 44.5  3.   2. ]
 [61.3 45.1  3.  10. ]
 ...
 [68.3 59.   0.   5. ]
 [65.6 50.6  1.  19. ]
 [48.8 37.8  2.  19. ]]"
"[[55.2 45.3  2.   3. ]
 [61.3 49.7  0.   1. ]
 [57.1 53.1  6.  10. ]
 ...
 [66.6 55.8 19.  61. ]
 [70.  59.8 14.  13. ]
 [76.  67.7  2.  10. ]]"
"[[ 69.   67.5   2.    1. ]
 [ 70.   57.5   0.   21. ]
 [ 65.   62.    0.    2. ]
 ...
 [ 78.   57.7  14.   10. ]
 [ 74.3  65.   27.   25. ]
 [ 76.   67.2 124.   95. ]]"
"[[70.7 52.6 12.  39. ]
 [79.4 65.9 14.   7. ]
 [78.  69.  11.   9. ]
 ...
 [78.3 61.6 14.   8. ]
 [78.7 60.7  5.   8. ]
 [71.7 56.7  6.  11. ]]"
"[[82.8 67.5 30.  29. ]
 [75.  60.7  1.   3. ]
 [66.  53.5  0.   2. ]
 ...
 [51.  43.   0.   5. ]
 [51.4 43.4 10.  12. ]
 [49.8 41.5 14.  18. ]]"
"[[ 78.1  69.4  15.   35. ]
 [ 76.   69.8  29.   10. ]
 [ 75.8  67.8   2.    7. ]
 ...
 [ 78.   70.3  26.   27. ]
 [ 77.2  67.4  27.   19. ]
 [ 80.5  73.2 312.  222. ]]"
"[[56.  38.7  3.   9. ]
 [58.5 42.  18.   0. ]
 [54.8 48.4 29.  10. ]
 ...
 [58.  44.   6.   6. ]
 [59.6 45.  15.  12. ]
 [64.2 50.4  8.  37. ]]"
"[[64.7 47.7  4.   6. ]
 [64.5 48.   4.   0. ]
 [66.8 59.3  2.  12. ]
 ...
 [63.2 44.6  5.   6. ]
 [66.5 48.   2.   2. ]
 [65.4 47.8 18.  16. ]]"
"[[60.4 48.6  4.   5. ]
 [69.3 59.4  9.   8. ]
 [63.  51.8 13.  26. ]
 ...
 [92.8 81.8  1.   4. ]
 [93.5 83.   9.   4. ]
 [92.5 83.5  4.   0. ]]"
"[[ 79.4  68.6  14.   27. ]
 [ 58.5  54.   12.   24. ]
 [ 56.   51.7   6.    9. ]
 [ 51.1  48.4  20.   15. ]
 [ 52.7  49.3   6.    9. ]
 [ 57.   51.4   6.    9. ]
 [ 64.   51.3  13.   37. ]
 [ 66.6  55.   37.   32. ]
 [ 69.3  57.3  12.   15. ]
 [ 69.7  58.4  26.   70. ]
 [ 76.   64.8   6.   13. ]
 [ 75.3  67.7   5.    1. ]
 [ 75.8  62.7   5.   33. ]
 [ 77.   65.5   0.   12. ]
 [ 71.1  58.4  94.   63. ]
 [ 62.7  52.3  12.    6. ]
 [ 57.   42.3   0.   11. ]
 [ 56.7  43.    5.    7. ]
 [ 59.7  46.7  11.    8. ]
 [ 63.4  47.1  22.   57. ]
 [ 68.2  54.1  14.   55. ]
 [ 64.5  51.    4.    4. ]
