0
"[[ 96.   78.9   3.   13. ]
 [ 97.4  82.9  12.    3. ]
 [ 98.2  82.6   8.    3. ]
 ...
 [117.5 103.5   6.    1. ]
 [122.7 102.7   7.    1. ]
 [124.7 103.2  13.   14. ]]"
"[[ 93.   73.8   5.    3. ]
 [ 94.4  74.3   5.   13. ]
 [ 99.7  81.3   5.    4. ]
 [101.8  84.    3.   12. ]
 [ 98.   84.3   2.    4. ]
 [ 84.3  72.3   3.    4. ]
 [ 86.   73.6   2.    5. ]
 [ 96.8  84.3  40.   11. ]
 [100.   87.4  26.   14. ]
 [101.5  89.5   0.    2. ]
 [103.2  91.    2.   17. ]
 [106.3  93.   74.   73. ]
 [101.   90.    5.   21. ]
 [102.7  93.7   7.   30. ]
 [105.   94.    0.    7. ]
 [100.5  88.2   4.   29. ]
 [ 99.3  87.3  26.   15. ]
 [ 99.7  84.2   9.   40. ]
 [ 99.4  87.    4.    5. ]
 [ 98.9  85.5  35.   29. ]
 [102.   88.3   0.    4. ]
 [104.7  91.    1.    6. ]
 [103.   89.    2.    6. ]
 [101.8  86.8   4.    3. ]
 [ 95.3  85.    2.    4. ]
 [ 91.   79.5   1.   19. ]
 [ 98.   89.    2.    7. ]
 [103.   94.    0.    4. ]
 [104.3  95.    1.    3. ]
 [104.5  96.    0.    4. ]
 [105.5  94.7   7.   11. ]
 [108.   98.7   1.    2. ]
 [102.2  93.7   1.   15. ]
 [107.   89.9   1.   58. ]
 [103.   90.    0.   10. ]
 [101.5  89.5   0.    7. ]
 [103.3  86.7   9.   17. ]
 [106.4  93.    9.   23. ]
 [106.   92.7   0.    6. ]
 [105.3  89.9  11.   11. ]
 [103.   86.    0.    0. ]
 [101.5  83.3   5.   16. ]
 [103.6  88.4   5.   11. ]
 [103.4  89.8  12.   35. ]
 [ 92.5  81.4  25.   16. ]
 [101.8  92.3   2.    1. ]
 [103.3  74.   10.   74. ]
 [100.7  92.3   1.   20. ]
 [ 98.5  88.9  27.  193. ]
 [102.8  90.6  10.   91. ]
 [103.7  91.7 152.   48. ]
 [104.1  89.3  14.   14. ]
 [108.5  95.5   3.    4. ]
 [109.9  95.2   4.   14. ]
 [109.   95.9   1.   19. ]
 [105.7  91.3   0.    9. ]
 [ 97.8  81.8   3.    3. ]
 [ 97.3  79.6   2.    7. ]
 [103.8  83.8   5.   33. ]
 [107.5  96.5   2.    6. ]
 [103.7  92.7   0.    2. ]
 [ 96.7  85.    1.    5. ]
 [ 99.5  87.    0.   20. ]
 [101.7  89.7   0.   13. ]
 [104.3  91.    3.   21. ]
 [104.3  92.7   2.    4. ]
 [106.6  96.3   1.    9. ]
 [108.5  96.1   1.    3. ]
 [103.5  90.    0.   24. ]
 [ 98.5  85.    0.    2. ]
 [ 96.8  83.3   0.   22. ]
 [ 99.7  80.3   1.    5. ]
 [ 98.5  76.    0.    3. ]
 [ 98.   76.7   2.   11. ]
 [106.5  81.5   2.   16. ]
 [107.1  85.    2.    4. ]
 [108.   85.    0.    0. ]
 [100.5  83.    3.    5. ]
 [103.4  85.1   3.    6. ]
 [109.3  83.7   1.    3. ]
 [ 96.8  86.2   3.   21. ]
 [103.1  82.    6.   38. ]
 [107.   92.5   1.   11. ]
 [107.  100.5   1.    3. ]
 [105.   83.5   0.    0. ]
 [106.7  84.    1.    1. ]
 [107.6  86.4   2.    3. ]
 [110.5  83.    0.    1. ]
 [107.5  78.3   5.   14. ]
 [109.   76.7   3.   10. ]
 [107.   80.    1.    8. ]
 [ 93.2  79.8   3.    3. ]
 [ 99.5  86.5   1.    3. ]
 [101.   83.8   4.    8. ]
 [ 96.3  86.3   1.    7. ]
 [100.4  90.4  13.   57. ]
 [103.   90.3  12.   34. ]
 [103.3  85.7   2.    6. ]
 [106.   90.8   3.   25. ]
 [109.2  92.2   5.   14. ]
 [106.6  91.5   2.   22. ]
 [105.   87.1   3.   18. ]
 [106.3  90.7   3.   12. ]
 [105.6  88.    4.   29. ]
 [108.2  93.2   2.    8. ]
 [109.2  93.    2.   15. ]
 [108.   96.7   1.    1. ]
 [107.3  94.    0.    1. ]
 [100.8  89.5   2.    2. ]
 [104.9  83.4   2.   13. ]
 [104.9  84.9   2.   12. ]
 [109.5  82.5   0.    2. ]
 [106.7  89.3   2.    1. ]
 [110.3  87.    1.    8. ]
 [114.1  84.1   6.   30. ]
 [115.   83.4   3.   14. ]
 [115.3  85.7   1.   14. ]
 [110.7  99.7   0.    2. ]
 [108.   95.8  17.   18. ]
 [105.   93.7   0.    2. ]
 [103.4  89.4   0.  103. ]
 [102.9  88.9   9.    5. ]
 [104.   89.6   1.    2. ]
 [105.5  92.5   7.   12. ]
 [109.   93.9   7.    8. ]
 [106.   83.8  25.   22. ]
 [110.   80.    2.   14. ]
 [111.   89.5   1.    4. ]
 [ 83.5  67.    2.    7. ]
 [ 89.5  75.5   0.    1. ]
 [104.   85.    0.    9. ]
 [105.3  85.7   2.   18. ]
 [106.1  92.3   2.    9. ]
 [107.5  91.    0.    0. ]
 [104.   84.    4.   27. ]
 [103.7  84.7   0.   13. ]
 [104.3  89.8   2.    4. ]
 [105.4  84.9   6.   31. ]
 [103.3  85.    2.    3. ]
 [106.2  89.8   5.   10. ]
 [103.2  81.8  62.   37. ]
 [110.8  74.2   7.   21. ]
 [113.5  87.5   3.    1. ]
 [117.   83.8   7.   40. ]
 [117.3  78.    4.    6. ]
 [116.5  92.    1.    6. ]
 [110.7  84.7   1.    4. ]
 [111.5  98.5   1.    3. ]
 [ 96.6  80.6   0.    4. ]
 [102.5  88.5   0.    0. ]
 [ 96.5  81.    0.    3. ]
 [ 98.7  85.    1.    3. ]
 [101.8  89.7   1.   10. ]
 [107.4  90.8   1.   21. ]
 [109.   95.    2.   18. ]
 [108.   96.    6.   47. ]
 [107.   94.5   8.   83. ]
 [103.5  94.    6.   56. ]
 [ 98.   83.8   9.   24. ]
 [ 85.   72.    3.    3. ]
 [ 84.9  67.2  19.   14. ]
 [ 93.8  79.    4.   33. ]
 [ 92.   79.6   9.   19. ]
 [ 99.6  85.6   3.    6. ]
 [101.7  88.    6.    6. ]
 [100.4  90.8   4.    3. ]
 [ 98.2  86.    1.    1. ]
 [ 98.1  87.    9.    7. ]
 [ 97.9  85.1   2.    4. ]
 [ 93.3  79.8   4.    4. ]
 [ 98.8  86.9   5.   56. ]
 [ 97.   84.8   1.    3. ]
 [ 99.8  86.    1.    4. ]
 [ 92.5  78.    1.    0. ]
