0
"[[2.520000e+02 1.000000e+00 1.050157e+05 4.167000e+02 9.647000e+02
  9.990000e+01 5.820000e+02 2.200000e+00 1.145784e+05 1.969000e+02
  1.933400e+03 6.290000e+01 1.276860e+04 2.190000e+01 1.854000e+02
  9.000000e-01 6.564100e+04 4.530000e+02 1.700000e+00 3.453200e+04
  7.620000e+01 1.998000e+02 6.000000e+01 3.192200e+03 7.000000e+00
  3.502000e+02 3.000000e-01 5.060000e+02]]"
"[[9.40000e+01 8.00000e-01 3.96291e+04 4.21600e+02 9.98200e+02 9.97000e+01
  2.59000e+02 2.30000e+00 5.68490e+04 2.19500e+02 9.31400e+02 6.63000e+01
  4.12930e+03 1.59000e+01 1.86400e+02 3.00000e-01 2.57450e+04 2.03000e+02
  1.80000e+00 1.53841e+04 7.58000e+01 1.99600e+02 6.08000e+01 7.06500e+02
  3.50000e+00 2.21000e+01 4.00000e-01 4.83400e+02]]"
"[[1.60000e+02 9.00000e-01 5.70279e+04 3.56400e+02 8.31800e+02 9.97000e+01
  4.15000e+02 2.40000e+00 8.54879e+04 2.06000e+02 7.32100e+02 6.55000e+01
  8.95710e+03 2.16000e+01 3.35800e+02 4.00000e-01 4.72030e+04 3.37000e+02
  1.90000e+00 2.57458e+04 7.64000e+01 2.00000e+02 5.64000e+01 1.83550e+03
  5.40000e+00 6.92700e+02 3.00000e-01 4.37300e+02]]"
"[[1.58000e+02 9.00000e-01 4.98038e+04 3.15200e+02 1.03140e+03 1.66400e+02
  3.99000e+02 2.30000e+00 9.51209e+04 2.38400e+02 1.29790e+03 6.48000e+01
  7.81310e+03 1.96000e+01 2.84300e+02 5.00000e-01 5.51220e+04 2.90000e+02
  1.70000e+00 2.17552e+04 7.50000e+01 1.39500e+02 6.54000e+01 1.69020e+03
  5.80000e+00 4.79000e+01 4.00000e-01 5.12400e+02]]"
"[[1.690000e+02 7.000000e-01 4.840340e+04 2.864000e+02 8.652000e+02
  1.664000e+02 4.710000e+02 2.000000e+00 1.547551e+05 3.286000e+02
  7.619900e+03 6.590000e+01 8.636800e+03 1.830000e+01 3.426000e+02
  7.000000e-01 8.055200e+04 3.370000e+02 1.400000e+00 2.522880e+04
  7.490000e+01 1.664000e+02 5.700000e+01 2.362800e+03 7.000000e+00
  1.538000e+02 4.000000e-01 6.213000e+02]]"
"[[1.36000e+02 1.10000e+00 5.44123e+04 4.00100e+02 8.65200e+02 1.99700e+02
  2.72000e+02 2.10000e+00 5.48271e+04 2.01600e+02 9.65000e+02 6.55000e+01
  5.33080e+03 1.96000e+01 1.30400e+02 5.00000e-01 2.52870e+04 1.80000e+02
  1.40000e+00 1.31318e+04 7.30000e+01 1.66300e+02 5.49000e+01 1.07240e+03
  6.00000e+00 1.76500e+02 3.00000e-01 6.34900e+02]]"
"[[1.50000e+02 1.00000e+00 4.85848e+04 3.23900e+02 9.98200e+02 9.97000e+01
  3.33000e+02 2.20000e+00 7.92908e+04 2.38100e+02 1.46410e+03 6.46000e+01
  5.92000e+03 1.78000e+01 1.71200e+02 5.00000e-01 3.71040e+04 2.19000e+02
  1.50000e+00 1.61390e+04 7.37000e+01 1.33100e+02 6.28000e+01 8.22700e+02
  3.80000e+00 2.52000e+01 4.00000e-01 6.06400e+02]]"
"[[1.88000e+02 9.00000e-01 7.88751e+04 4.19500e+02 9.98200e+02 9.94000e+01
  4.60000e+02 2.20000e+00 8.73876e+04 1.90000e+02 7.98600e+02 6.46000e+01
  1.22025e+04 2.65000e+01 3.07100e+02 1.00000e-01 5.29930e+04 3.51000e+02
  1.70000e+00 2.68045e+04 7.64000e+01 1.99600e+02 5.76000e+01 4.78610e+03
  1.36000e+01 1.50090e+03 4.00000e-01 5.07100e+02]]"
"[[1.16000e+02 8.00000e-01 3.00914e+04 2.59400e+02 7.32000e+02 1.66400e+02
  3.66000e+02 2.50000e+00 8.86991e+04 2.42300e+02 5.88970e+03 6.63000e+01
  6.66090e+03 1.82000e+01 4.72000e+02 3.00000e-01 5.47840e+04 2.89000e+02
  2.00000e+00 2.17547e+04 7.53000e+01 1.99700e+02 6.34000e+01 2.24160e+03
  7.80000e+00 8.40800e+02 4.00000e-01 4.25100e+02]]"
"[[8.10000e+01 7.00000e-01 2.76821e+04 3.41800e+02 7.31900e+02 1.99400e+02
  3.06000e+02 2.70000e+00 6.49115e+04 2.12100e+02 8.98300e+02 6.56000e+01
  4.67870e+03 1.53000e+01 1.18600e+02 1.30000e+00 4.51990e+04 2.65000e+02
  2.30000e+00 2.03798e+04 7.69000e+01 1.66500e+02 5.14000e+01 1.29770e+03
  4.90000e+00 2.53000e+01 3.00000e-01 3.57500e+02]]"
"[[2.690000e+02 1.000000e+00 1.131148e+05 4.205000e+02 1.031600e+03
  9.970000e+01 5.860000e+02 2.100000e+00 1.176507e+05 2.008000e+02
  8.319000e+02 6.350000e+01 1.188340e+04 2.030000e+01 1.718000e+02
  1.300000e+00 5.407100e+04 4.320000e+02 1.600000e+00 3.162840e+04
  7.320000e+01 1.664000e+02 5.110000e+01 6.637400e+03 1.540000e+01
  2.618400e+03 3.000000e-01 5.631000e+02]]"
"[[6.10000e+01 1.00000e+00 1.91002e+04 3.13100e+02 7.65400e+02 1.66300e+02
  1.43000e+02 2.40000e+00 3.09076e+04 2.16100e+02 7.31900e+02 6.31000e+01
  2.31840e+03 1.62000e+01 1.04200e+02 9.00000e-01 1.28280e+04 9.90000e+01
  1.70000e+00 7.11800e+03 7.19000e+01 1.33500e+02 5.00000e+01 3.47500e+02
  3.50000e+00 1.76000e+01 3.00000e-01 5.10300e+02]]"
"[[1.45000e+02 9.00000e-01 5.85524e+04 4.03800e+02 1.03150e+03 1.66400e+02
  3.84000e+02 2.30000e+00 7.83832e+04 2.04100e+02 1.19790e+03 6.50000e+01
