0
"[[ 83.   60.2   5.   11. ]
 [ 94.1  77.1   6.    3. ]
 [ 98.8  81.5   7.    2. ]
 ...
 [141.   95.3   2.    4. ]
 [141.2  95.8  12.   17. ]
 [141.3  95.7   8.    5. ]]"
"[[ 96.   73.7   6.   27. ]
 [ 97.5  73.5  11.   16. ]
 [102.   75.5  25.   40. ]
 [103.   78.3  10.   19. ]
 [103.   78.7   2.    0. ]
 [105.2  81.2  15.   15. ]
 [ 97.5  75.5   2.   11. ]
 [ 82.3  62.1   9.    6. ]
 [ 88.4  65.8   4.   17. ]
 [ 93.3  69.    4.   12. ]
 [ 97.3  76.    4.   37. ]
 [ 99.8  73.9  14.   10. ]
 [101.5  76.8   2.    2. ]
 [102.5  77.6   2.    7. ]
 [105.   85.    1.   40. ]
 [106.   89.    0.   20. ]
 [101.8  83.   19.  184. ]
 [ 98.4  74.1   4.    5. ]
 [ 99.5  76.8   3.    7. ]
 [100.1  74.8   3.   12. ]
 [103.   82.    0.    1. ]
 [102.4  80.4   7.   57. ]
 [100.3  79.    1.    0. ]
 [100.4  79.7  13.   79. ]
 [103.5  73.    0.    1. ]
 [104.8  79.    3.    2. ]
 [102.   83.8   3.   30. ]
 [ 98.3  83.8   1.    6. ]
 [ 91.7  70.    4.    5. ]
 [ 93.   69.8   2.    5. ]
 [100.   83.    1.    3. ]
 [102.3  84.9   4.   20. ]
 [101.8  85.4  66.   31. ]
 [101.   84.3   1.    1. ]
 [101.   83.    0.    0. ]
 [100.   83.    0.    1. ]
 [ 97.   74.7   1.    4. ]
 [ 92.   67.7   1.    3. ]
 [ 97.   70.5  10.   19. ]
 [102.   73.3   1.    1. ]
 [106.2  90.   10.   42. ]
 [104.9  90.7  17.   39. ]
 [107.   90.4   4.    6. ]
 [113.7  84.3   0.    3. ]
 [111.   80.    2.    3. ]
 [100.8  70.8   1.    2. ]
 [100.8  73.4   3.    8. ]
 [100.3  73.8   2.    1. ]
 [101.6  77.2   1.    4. ]
 [104.3  76.3   9.   32. ]
 [108.5  80.1   9.   18. ]
 [106.   77.5   1.    0. ]
 [104.3  73.2   4.    5. ]
 [108.9  76.9   6.    3. ]
 [106.1  79.6  13.   11. ]
 [108.8  79.8  13.   11. ]
 [111.   82.5   0.    0. ]
 [114.3  86.1   7.    4. ]
 [113.2  84.8   3.    3. ]
 [108.   83.6   2.    5. ]
 [102.8  77.    3.    2. ]
 [104.   76.2   4.    5. ]
 [101.9  79.    8.   16. ]
 [108.3  79.8   5.    4. ]
 [111.1  88.    2.    7. ]
 [100.6  71.8   4.    6. ]
 [108.5  74.1   5.    9. ]
 [105.9  77.8   8.   21. ]
 [105.7  80.    3.   10. ]
 [107.   82.    5.    5. ]
 [106.6  79.6   4.    6. ]
 [108.2  80.8   3.    1. ]
 [107.3  80.3   4.    6. ]
 [104.   72.8   2.    3. ]
 [107.3  73.4   2.    2. ]
 [109.8  77.5   1.    2. ]
 [112.8  79.6   9.    2. ]
 [114.5  79.8   1.    2. ]
 [115.4  81.4   3.    6. ]
 [114.8  81.7   5.    3. ]
 [112.8  82.    4.    6. ]
 [116.   84.2   2.    3. ]
 [115.8  90.    1.    3. ]
 [110.5  79.5   1.    6. ]
 [106.3  90.3   4.    5. ]
 [104.3  80.3   9.   25. ]
 [101.9  79.    6.    7. ]
 [106.4  74.9   6.    7. ]
 [108.9  76.3   8.    3. ]
 [110.1  78.    4.    2. ]
 [109.4  78.3   2.    9. ]
 [101.3  71.4   4.    7. ]
 [104.9  73.5  13.    6. ]
 [108.7  83.8  26.    3. ]
 [104.8  73.    5.    3. ]
 [104.7  70.3   9.   11. ]
 [110.6  76.7   6.   12. ]
 [111.   77.4   2.   10. ]
 [111.1  77.5  11.   17. ]
 [113.6  82.    4.    4. ]
 [115.5  83.3   2.    9. ]
 [115.9  81.4   5.    3. ]
 [117.1  89.    4.    8. ]
 [114.   81.3   2.    2. ]
 [112.   77.8   5.   10. ]
 [115.4  85.8  18.    8. ]
 [111.7  81.6   2.    4. ]
 [118.   85.4   5.    6. ]
 [111.1  77.6   4.    7. ]
 [117.2  82.1   6.    3. ]
 [117.6  78.4   3.    4. ]
 [118.2  80.5   8.   21. ]
 [119.3  81.5   6.    4. ]
 [119.2  82.2   3.    0. ]
 [112.4  81.9  10.   27. ]
 [111.   77.1   9.   21. ]
 [109.8  75.   11.    5. ]
 [112.8  77.8  17.   22. ]
 [118.9  87.9   6.    3. ]
 [114.   82.7   0.    2. ]
 [116.3  83.7   2.    6. ]
 [116.7  82.4  16.    8. ]
 [117.9  84.9  36.   14. ]
 [115.7  79.7   6.    5. ]
 [118.   79.6  15.   10. ]
 [116.   77.    5.    3. ]
 [116.5  77.    5.    6. ]
 [117.2  79.7  41.   33. ]
 [117.8  80.4   3.    4. ]
 [122.1  90.3   3.    8. ]
 [121.3  84.    3.    3. ]
 [120.   83.8   7.    5. ]
 [120.   83.9   5.    9. ]
 [110.   77.   19.   19. ]
 [111.6  81.   14.   14. ]
 [115.6  86.    7.    2. ]
 [117.2  85.4   5.    6. ]
 [116.3  84.7   7.   16. ]
 [114.4  82.    3.    3. ]
 [119.5  86.9  19.   21. ]
 [120.3  86.    1.    1. ]
 [119.6  82.7   3.    2. ]
 [118.8  81.7   5.    5. ]
 [118.9  81.7   5.    2. ]
 [120.4  81.    8.    2. ]
 [118.7  79.3  15.    7. ]
 [114.7  83.1   3.    9. ]
 [102.9  75.6   1.    6. ]
 [ 91.6  62.    8.   11. ]
 [ 90.1  65.9   3.    4. ]
 [ 95.2  73.1   7.    8. ]
 [ 97.3  68.    2.    2. ]
 [ 93.4  59.8   5.   20. ]
 [ 90.8  58.6   4.   38. ]
 [ 92.1  59.4  14.   21. ]
 [ 91.   59.3   4.    0. ]
 [ 90.   57.    1.    5. ]
 [ 89.8  58.8   4.   17. ]
 [ 90.7  58.7  11.   13. ]
 [ 93.8  60.1  48.    7. ]
 [ 96.6  63.    3.    2. ]
 [ 95.3  64.4  21.    8. ]
 [ 99.3  76.3   2.    6. ]
 [ 92.2  69.6  14.   14. ]
 [ 93.6  67.    1.    0. ]
 [ 95.3  70.8   1.    1. ]
 [ 94.5  72.    4.    1. ]
 [ 98.   74.7   3.    7. ]
 [ 97.4  75.7   2.    4. ]
 [ 98.9  73.7   2.    4. ]
 [102.1  76.    2.   13. ]
 [102.8  78.5   2.    8. ]
 [101.7  78.1   3.    5. ]
 [ 99.4  74.    3.    3. ]
 [ 96.2  73.1  63.  189. ]
 [ 89.1  64.6  36.  120. ]
 [ 97.3  68.3   1.   14. ]
 [101.7  72.3   0.   53. ]
 [103.7  73.7   2.    1. ]
 [ 97.   71.    0.    0. ]
 [100.1  72.7   2.    2. ]
 [104.   75.    3.   19. ]
 [ 92.4  65.9   6.   25. ]
 [ 98.5  69.    0.    9. ]
 [101.   72.    0.    1. ]
 [106.7  75.6  31.  179. ]
 [107.   73.3   2.    2. ]
 [103.2  68.2   5.    9. ]
 [ 99.   67.   24.   56. ]
 [ 97.1  70.6   6.   16. ]
 [103.2  74.8   5.    4. ]
 [107.   76.    6.    4. ]
 [108.   81.    0.    6. ]
 [109.   83.    3.    1. ]
 [107.5  81.5   0.    0. ]
 [105.   83.    1.    3. ]
 [101.   81.    3.   14. ]
 [ 98.7  80.   13.   22. ]
 [ 97.4  70.6   4.   34. ]
 [ 97.2  69.8   2.    6. ]
 [ 95.5  71.3   5.    3. ]
 [101.8  75.4   4.    3. ]
 [105.   76.    1.   23. ]
 [103.5  75.    3.   14. ]
 [ 98.8  73.6   1.    3. ]
 [ 98.5  77.5   0.    1. ]
 [100.5  78.    2.   14. ]
 [ 97.   70.    3.    5. ]
 [102.3  77.4  38.  146. ]
 [100.   75.3   7.   10. ]
 [ 99.8  76.1  12.    3. ]
 [104.6  77.6   7.    5. ]
 [109.5  78.8   3.    4. ]
 [103.8  77.8   2.    6. ]
 [ 97.8  72.3   9.    8. ]
 [104.8  78.   17.    4. ]
 [109.5  80.2   3.    2. ]
 [113.4  86.   33.   21. ]
 [117.9  89.7   9.   10. ]
 [123.7  93.3  13.   24. ]
 [125.9  95.9  10.   15. ]
 [125.3  99.   11.   16. ]
 [115.9  89.3  14.    6. ]
 [108.5  84.3   3.    2. ]
 [111.3  86.4   6.    4. ]
 [115.4 105.6   5.    1. ]
 [112.5 103.8   2.    5. ]
 [106.   99.5   1.    2. ]
 [ 98.3  75.7   1.   17. ]
 [ 99.   76.    1.    1. ]
 [107.2  82.1   4.   10. ]
 [112.9  87.6   5.    5. ]
