0
"[[ 55.2  45.4   4.    3. ]
 [ 56.   45.4   2.    4. ]
 [ 58.8  48.8   1.    4. ]
 ...
 [ 72.   45.7  16.    6. ]
 [ 69.7  47.3   6.   10. ]
 [ 76.   50.3 208.   40. ]]"
"[[70.  53.9 15.   9. ]
 [71.  54.4 12.   7. ]
 [70.5 52.   4.   4. ]
 ...
 [64.  42.  11.   6. ]
 [67.2 46.3 43.  99. ]
 [68.3 49.7  4.  11. ]]"
"[[ 52.4  45.3   8.    8. ]
 [ 65.9  52.    3.    7. ]
 [ 67.7  55.7   2.    2. ]
 [ 74.   59.8   3.    2. ]
 [ 75.   60.    3.    5. ]
 [ 74.2  54.1   6.    2. ]
 [ 76.   62.    3.    4. ]
 [ 72.4  53.7   7.   12. ]
 [ 70.3  55.7  10.   11. ]
 [ 75.9  59.9  26.    6. ]
 [ 75.7  66.7  14.    5. ]
 [ 75.7  63.6  19.   26. ]
 [ 78.3  60.   18.    5. ]
 [ 79.6  60.   19.    7. ]
 [ 73.9  68.5  10.   13. ]
 [ 83.6  67.1   7.   20. ]
 [ 82.8  66.    3.    3. ]
 [ 82.   61.2   3.   10. ]
 [ 82.2  59.    6.    4. ]
 [ 88.6  70.8   5.   10. ]
 [ 86.7  60.3   1.    3. ]
 [ 86.8  61.2   6.    5. ]
 [ 84.3  59.8   5.    3. ]
 [ 87.8  60.    2.    1. ]
 [ 89.8  63.1   7.    7. ]
 [ 90.   62.7   7.    3. ]
 [ 93.   67.    6.    2. ]
 [ 90.4  64.1   7.   17. ]
 [ 85.1  82.2  14.    6. ]
 [ 92.2  72.7   5.   21. ]
 [ 73.5  58.3   3.    9. ]
 [ 70.4  60.    4.    4. ]
 [ 72.   54.3   6.    6. ]
 [ 78.5  60.1  10.    3. ]
 [ 84.6  70.5   9.   10. ]
 [ 80.6  60.8   6.   11. ]
 [ 75.   58.    7.    2. ]
 [ 79.6  64.2  10.    6. ]
 [ 85.5  63.5  10.    2. ]
 [ 86.7  66.1   7.    3. ]
 [ 90.2  71.    7.    6. ]
 [ 87.6  70.    2.    2. ]
 [ 89.2  70.9  12.    3. ]
 [ 87.9  73.1   9.   14. ]
 [ 85.3  67.3   7.    5. ]
 [ 88.1  70.8  10.    9. ]
 [ 90.3  67.3   9.    3. ]
 [ 89.6  69.6  32.    5. ]
 [ 92.   71.7   2.    2. ]
 [ 92.   72.5   0.    1. ]
 [ 92.7  68.    1.    3. ]
 [ 93.1  67.   16.    9. ]
 [ 94.8  73.3   4.    3. ]
 [ 93.9  71.6  18.    5. ]
 [ 90.3  70.9   6.    5. ]
 [ 91.6  69.1   7.    3. ]
 [ 92.3  65.3   4.    4. ]
 [ 92.   64.   30.   25. ]
 [ 91.5  62.   15.    2. ]
 [ 93.8  80.2  12.    3. ]
 [ 86.2  72.   27.   16. ]
 [ 85.1  69.5  23.    6. ]
 [ 87.7  67.4  19.    8. ]
 [ 90.9  69.6  13.    6. ]
 [ 92.   68.3   1.    0. ]
 [ 91.9  68.6  10.   11. ]
 [ 93.7  69.3  10.   13. ]
 [ 98.6  72.8   2.    3. ]
 [101.7  73.1  10.   11. ]
 [ 99.2  79.3   9.   20. ]
 [ 98.7  73.    2.    3. ]
 [ 89.5  66.    0.    4. ]
 [ 80.8  57.5   7.    3. ]
 [ 84.2  63.3   3.    4. ]
