0
"[[ 85.   68.    2.   21. ]
 [ 89.   72.4   6.   10. ]
 [ 84.6  70.6   6.    8. ]
 ...
 [114.8  90.7   8.   22. ]
 [107.7  83.6  22.   16. ]
 [110.5  85.4  36.   19. ]]"
"[[ 92.5  70.8   1.    5. ]
 [ 98.   78.7   8.    5. ]
 [ 99.9  74.9   8.    7. ]
 ...
 [103.5  73.5   2.   23. ]
 [104.2  74.1   2.    4. ]
 [103.   77.6   1.    2. ]]"
"[[101.4  82.8   2.    4. ]
 [ 95.4  75.9   6.   11. ]
 [ 98.4  78.7   7.    7. ]
 [ 88.9  72.4   6.   13. ]
 [ 98.   83.    2.    7. ]
 [103.2  83.4  31.    6. ]
 [108.   91.7  10.    1. ]
 [110.1  94.6   5.   17. ]
 [109.7  94.2   4.    4. ]
 [110.   94.3   7.    8. ]
 [109.5  94.    2.   10. ]
 [114.6  89.2   4.    2. ]
 [106.5  80.5   4.    0. ]
 [110.   80.7   6.   25. ]
 [112.5  80.5  15.   24. ]
 [114.   89.    5.    4. ]
 [118.   86.5   2.    6. ]
 [117.3  89.7   2.   24. ]
 [119.7 106.3  28.   79. ]
 [120.7 105.8   2.    3. ]
 [ 96.4  84.8   1.    2. ]
 [112.   98.5   2.    2. ]
 [111.6 100.4   3.    4. ]
 [112.   99.    1.    0. ]
 [ 99.4  83.9   3.   15. ]
 [ 88.3  81.5  66.   73. ]
 [ 98.   87.3   1.    1. ]
 [105.1  93.9   5.    3. ]
 [114.   94.7   2.   15. ]
 [116.   94.7   4.    4. ]
 [114.   95.8   4.    1. ]
 [113.6  96.7   3.    8. ]
 [108.4  87.6  15.    9. ]
 [118.1  97.   12.    3. ]
 [119.7 101.2  15.    3. ]
 [122.4 100.3  16.    7. ]
 [123.  100.5   0.   12. ]
 [123.  105.5  16.    3. ]
 [124.4 100.3  10.    7. ]
 [124.2  99.5   8.    6. ]
 [125.2 109.8  51.   12. ]
 [127.3 105.5  11.   13. ]
 [129.  105.7   6.   19. ]
 [130.1 108.9  20.    9. ]
 [122.9 111.6  17.    5. ]
 [117.5 107.9   2.    4. ]
 [118.2 103.5   3.   11. ]
 [123.6 102.4   7.    6. ]
 [122.3 102.    1.   13. ]
 [128.  103.3   1.    1. ]
 [118.7 103.    1.    5. ]
 [117.   97.7   7.    5. ]
 [104.  104.    1.    1. ]
 [121.1 108.6   2.    7. ]
 [128.3 100.3   0.   10. ]
 [128.3 103.    1.    5. ]
 [108.5  99.   16.   16. ]
 [122.5  98.5   1.    2. ]
 [122.  105.7   5.   19. ]
 [130.7 101.7   1.    1. ]
 [114.8  89.    2.   16. ]
 [102.8  86.4  25.   21. ]
 [114.   90.    7.   11. ]
 [112.6  94.9 161.  207. ]
 [121.7  92.4   2.   29. ]
 [122.   93.2   1.    6. ]
 [122.   96.5   0.    1. ]
 [113.1 104.3   5.    2. ]
 [121.8  96.   55.   61. ]
 [127.2 100.8   2.   13. ]
 [125.8 103.1   3.    9. ]
 [122.8 109.8   8.    3. ]
 [126.3 109.7   1.    0. ]
 [122.3 104.3   8.    6. ]
 [122.3 103.    1.    7. ]
 [109.8  92.9  10.   10. ]
 [119.7  98.    2.    3. ]
 [118.5 101.    3.    6. ]
 [119.3  98.7   4.    4. ]
 [122.3  99.3   1.    2. ]
 [124.3  91.7   2.    0. ]
 [113.  106.   25.   32. ]
 [117.7 108.3   1.    1. ]
 [127.9 101.2   7.   14. ]
 [106.3  88.3   2.    8. ]
 [108.2  84.1  17.   13. ]
 [116.   86.    2.    0. ]
 [119.3  90.9  28.    9. ]
 [109.5  96.5   4.    4. ]
 [116.6  90.8  14.   15. ]
 [121.3  99.4  34.   25. ]
 [125.6  97.4   2.   19. ]
 [126.3 100.9   7.   20. ]
 [128.   98.    0.    8. ]
 [126.8  95.8   3.   18. ]
 [129.  107.    9.    6. ]
 [120.6  99.2   3.    3. ]
 [121.   99.7   3.   10. ]
 [126.3 105.5   1.    4. ]
 [106.5 119.6   7.    6. ]
 [120.3 118.3   0.    1. ]
 [115.8 118.2   2.    1. ]
 [126.3 105.   20.   23. ]
 [122.3  97.5   0.    3. ]
 [120.2  98.4  19.    6. ]
 [110.5  99.5   2.    6. ]
 [112.5  99.5   0.    4. ]
 [119.5 106.    0.    3. ]
 [121.5  96.5   2.    4. ]
 [121.   96.    1.    1. ]
 [113.  100.    5.    0. ]
 [101.5 100.    1.    0. ]
 [115.  102.5   6.    7. ]
 [121.1 103.5   4.   25. ]
 [128.7  99.    6.    6. ]
 [127.  112.    2.    0. ]
 [126.8 112.4   6.    4. ]
 [126.9 109.4   2.   12. ]
 [128.7 114.    0.    0. ]
 [129.3 111.5   4.    3. ]
 [129.6 111.7   7.   15. ]
 [129.2 112.2   5.    9. ]
 [130.3 113.3   6.    3. ]
 [126.8 114.6   3.    3. ]
 [130.3 110.8   3.    6. ]
 [132.7 114.7   0.    1. ]
 [132.7 111.9   3.   13. ]
 [126.6 114.6   2.    5. ]
 [128.  114.5   0.    0. ]
 [128.  112.7   2.    2. ]
 [132.8 113.    0.    2. ]
 [127.3 103.3   2.    1. ]
 [105.8  84.7   5.   11. ]
 [ 96.6  82.8   5.    9. ]
 [119.1  94.9   7.    9. ]
 [121.5  98.5   3.    7. ]
 [115.   95.7   1.    5. ]
 [103.3  88.4   1.   15. ]
 [112.9  94.8   4.   21. ]
 [117.5 100.    1.   15. ]
 [117.5  97.8   1.   18. ]
 [111.8 108.3   1.    1. ]
 [112.3 109.    0.    1. ]
 [ 49.   53.7  11.    5. ]
 [108.4 108.2   4.    5. ]
 [123.5 104.    4.   21. ]
 [122.  105.    1.    1. ]
 [107.   87.8   2.    4. ]
 [116.8  98.2   1.    4. ]
 [118.4  95.6   6.    9. ]
 [126.   99.    0.    8. ]
 [123.2 100.8   2.    9. ]
 [122.3 105.7   1.    2. ]
 [121.2 103.8   3.    7. ]
 [115.5  98.5  27.   26. ]
 [122.3 105.    1.    3. ]
 [125.5 104.9   6.    6. ]
 [119.6 108.6   2.    2. ]
 [129.3 103.5   0.    1. ]
 [131.  101.    1.    1. ]
 [130.3 112.7   6.    5. ]
 [122.4 100.4   5.   20. ]
 [123.3  96.7   6.    4. ]
 [118.   96.    1.    9. ]
 [107.6  81.9   7.   15. ]
 [117.8  93.5   1.    0. ]
 [116.4  92.6   2.    6. ]
 [117.1  95.3   2.    8. ]
 [117.   93.5   1.    6. ]
 [121.   99.    1.    1. ]
 [119.5  97.3   3.    6. ]
 [117.8  95.3   2.    2. ]
 [125.7 104.1   2.    5. ]
 [127.8 106.8   3.    5. ]
 [127.  105.5   0.    3. ]
 [126.9  95.3   2.    1. ]
 [126.   85.3   1.   17. ]
 [127.3 100.8   1.    8. ]
 [127.8 101.6   3.    4. ]
 [129.  101.    2.    2. ]
 [127.3 100.5   0.    2. ]
 [129.3  95.7   0.    2. ]
 [127.3  97.    1.    8. ]
 [130.2 103.4   4.    3. ]
 [130.4 104.    1.    2. ]
 [129.  102.    1.    1. ]
 [126.8  91.   10.   17. ]
 [124.1  98.    3.    5. ]
 [128.   81.1   5.    3. ]
 [126.   98.5   3.    8. ]
 [123.6 100.8   1.    1. ]
 [123.6 100.6   1.    4. ]
 [127.3 101.5  13.   11. ]
 [125.5 103.   46.   10. ]
 [129.  104.7   4.    1. ]
 [125.8  98.    4.    6. ]
 [127.3  99.7   2.   11. ]
 [127.  101.    3.    9. ]
 [129.3  98.    1.   16. ]
 [130.5 102.5   1.    4. ]
 [130.7 105.3   0.    0. ]
 [130.5 100.5   0.    2. ]
 [127.  100.7  13.   20. ]
 [127.8 103.6   5.    3. ]
 [129.4 104.2  24.   12. ]
 [130.4 106.    2.    5. ]
 [130.6 108.7  14.   10. ]
 [130.   95.5   3.   18. ]
 [129.  103.5   3.    4. ]
 [130.5 108.    0.    3. ]
 [123.1  95.8   3.    9. ]
 [124.2 102.3   2.    7. ]
 [124.  104.3  11.   20. ]
 [115.9  91.4   3.   12. ]
 [ 82.7  63.7   1.    0. ]
 [ 96.5  72.8   1.   14. ]
 [100.   75.4   2.   16. ]]"
"[[101.   70.5   0.    4. ]
 [102.   75.    3.    8. ]
 [101.7  76.3   4.    5. ]
 ...
 [119.6  96.5   2.    2. ]
 [124.   99.7   3.   15. ]
 [126.4 104.3   4.    5. ]]"
"[[86.5 77.   3.   2. ]
 [87.8 77.7  7.   7. ]
 [80.4 73.8 10.   4. ]
 ...
 [88.  61.5  1.  13. ]
 [86.  63.3  0.   3. ]
 [88.7 65.   2.  12. ]]"
"[[83.8 69.5 11.  11. ]
 [87.  71.  16.  19. ]
 [94.  78.5  7.   5. ]
 ...
 [78.  62.3  1.   2. ]
 [81.3 64.   2.   2. ]
 [82.7 73.   3.   3. ]]"
"[[ 82.6  75.4  24.    9. ]
 [ 83.   84.    1.    1. ]
 [ 93.3  86.    1.    9. ]
 [ 95.   88.9  12.    7. ]
 [ 97.3  90.7   0.    2. ]
 [ 88.   79.    0.    1. ]
 [ 91.4  77.4  29.   82. ]
 [ 88.5  76.    9.   17. ]
 [ 90.3  69.7   2.    4. ]
 [ 93.3  71.3   8.   36. ]
 [ 95.5  74.   12.   21. ]
 [ 96.3  77.7  18.   41. ]
 [ 98.   83.5   7.   27. ]
 [103.   91.3   8.   40. ]
 [100.   93.8  34.   26. ]
 [103.   96.7  18.   66. ]
 [ 99.6  96.8  13.   79. ]
 [101.   90.5   9.   77. ]
 [102.7  95.3  23.  111. ]
 [105.5  97.5  27.    9. ]
 [ 94.   85.5   2.    1. ]
 [ 93.8  88.5   3.   95. ]
 [ 96.   90.    1.    8. ]
 [101.   95.    1.    1. ]
 [104.   96.3   1.    0. ]
 [106.3  84.    1.    2. ]
 [105.   98.2   2.    7. ]
 [101.5  94.    0.    2. ]
 [102.4  90.9   2.    8. ]
 [104.   91.6  11.    8. ]
 [104.6  92.3   6.    7. ]
 [104.2  93.4   2.    6. ]
 [103.3  93.3   1.   11. ]
 [ 80.1  71.9  31.    8. ]
 [ 93.4  82.9  30.   41. ]
 [100.2  83.   29.   15. ]
 [102.5  86.5  16.   11. ]
 [103.5  86.5   1.    1. ]
 [105.8  86.    4.   13. ]
 [106.6  90.4  14.    9. ]
 [102.   86.    3.    6. ]
 [ 91.8  73.5  10.   54. ]
 [ 97.   78.7  23.   54. ]
 [100.3  81.    6.    5. ]
 [ 97.6  81.6  12.    1. ]
 [ 98.7  82.7   7.   12. ]
 [100.   84.8  32.   67. ]
 [ 99.5  84.    0.    5. ]
 [ 97.6  82.   23.   27. ]
 [ 96.1  77.3  34.   33. ]
 [ 96.6  77.   76.   54. ]
 [ 93.6  74.    1.   15. ]
 [ 97.7  77.3   5.   63. ]
 [103.3  85.    3.   57. ]
 [106.   87.    2.   17. ]
 [107.6  90.4   2.    5. ]
 [ 93.   76.8   9.   22. ]
 [ 82.   65.    3.    5. ]
 [ 82.   66.5   1.    2. ]
 [ 88.   73.    0.    6. ]
 [ 94.3  78.    8.   15. ]
 [ 95.5  80.3   2.   10. ]
 [ 99.   83.7   0.    7. ]
 [ 98.3  82.5   2.    6. ]
 [ 94.3  79.    2.    3. ]
 [ 90.   75.    0.    3. ]
 [ 89.8  73.    7.   14. ]
 [ 91.3  70.    6.    8. ]
 [ 85.   72.   68.   14. ]
 [ 97.   82.   11.   28. ]
 [100.   82.8   2.   31. ]
 [102.4  83.5  34.   55. ]
 [103.   84.4   6.   81. ]
 [106.2  91.    3.    1. ]
 [ 94.8  76.4   6.   77. ]
 [ 88.3  73.3   6.    9. ]
 [ 94.9  75.4  13.   54. ]
 [102.   82.5   6.   35. ]
 [102.3  84.7   5.   33. ]
 [105.   87.    0.    0. ]
 [107.   89.5   0.    0. ]
 [108.   90.5  30.   88. ]
 [107.   94.3  28.   55. ]
 [103.5  89.5   4.    8. ]
 [100.3  85.   19.    9. ]
 [ 98.3  86.    2.    2. ]
 [ 99.8  87.6  32.   49. ]
 [102.7  93.3   6.    8. ]
 [106.3  91.    4.    7. ]
 [108.3  94.    3.    2. ]
 [102.   92.8   5.    7. ]
 [109.3  93.7   1.   29. ]
 [108.5  91.    4.   14. ]
 [105.   84.5  15.   56. ]
 [107.4  88.6   4.   60. ]
 [110.   89.    3.    7. ]
 [110.7  90.    6.    3. ]
 [105.2  87.3  21.   19. ]
 [105.   87.   14.   50. ]
 [106.3  86.7   3.    2. ]
 [106.7  86.    7.   39. ]
 [ 76.4  65.5  10.   17. ]
 [ 85.3  67.7   1.   22. ]
 [ 87.9  71.3   4.   12. ]
 [ 89.   71.5   4.    2. ]
 [ 92.   81.    5.    6. ]
 [ 92.   81.    9.    9. ]
 [ 97.6  85.6   8.   14. ]
 [ 95.5  82.   10.   10. ]
 [ 96.7  79.    9.   13. ]
 [ 96.3  80.3   1.    6. ]
 [ 97.5  81.5  20.   25. ]
 [103.   88.    6.    8. ]
 [ 95.3  81.3   5.    7. ]
 [ 96.4  83.4  24.   35. ]
 [100.   87.1   9.   12. ]
 [ 97.8  85.   32.   35. ]
 [ 95.   85.    2.    1. ]
 [100.3  84.    6.   13. ]
 [102.   83.    2.    2. ]
 [103.   82.1  19.   47. ]
 [104.5  84.    3.    8. ]
 [106.   84.    5.   14. ]
 [107.1  86.5  14.   51. ]
 [106.3  87.3   5.   14. ]
 [107.8  86.8  14.   54. ]
 [ 77.3  58.8  12.   85. ]
 [ 79.5  60.    3.   23. ]
 [ 86.3  69.8  15.   43. ]
 [ 89.8  71.7   6.    6. ]
 [ 90.3  72.3   7.    6. ]
 [ 97.   80.5   3.   10. ]
 [ 96.7  76.7   3.   15. ]
 [ 98.8  85.5   6.   30. ]
 [ 96.3  75.7   3.    3. ]
 [ 99.5  78.    4.    2. ]
 [103.   87.6  13.   41. ]
 [101.3  85.   25.   30. ]
 [ 90.3  88.    7.    4. ]
 [102.3  86.7  54.  105. ]
 [ 93.8  84.4  15.   20. ]
 [101.5  90.   10.    9. ]
 [105.5  92.    0.    2. ]
 [111.3  99.4   3.   16. ]
 [111.   94.8   2.   18. ]
 [109.   94.5   2.   26. ]
 [108.6  95.4  11.   43. ]
 [105.5  86.5   0.    2. ]]"
"[[ 99.   87.    1.   27. ]
 [100.5  89.   10.  102. ]
 [101.9  90.3  14.    5. ]
 ...
 [124.8  99.5  21.   26. ]
 [125.  100.    3.    6. ]
 [113.5  95.   26.   82. ]]"
"[[ 95.3  77.    1.    6. ]
 [ 95.8  80.3   1.    6. ]
 [ 98.2  81.2   7.   22. ]
 ...
 [113.   93.    3.   21. ]
 [115.8  95.5   1.   19. ]
 [116.6  95.7   5.    7. ]]"
"[[106.3  90.    1.    0. ]
 [104.   89.3   4.    2. ]
 [106.8 102.8  12.   11. ]
 [110.2 106.5  10.   12. ]
 [111.  105.5   0.    0. ]
 [111.6 106.8   6.    7. ]
 [113.  108.7   1.    6. ]
