0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
129.3510930606385,129.37039280458532,129.39520240232872,129.42758290480603,129.476298007577,129.52488474521195,129.56645724245854,129.6017498048171,129.64592124788592,129.6982059988225,129.73758447330607,129.757996446685,129.75610211844054,129.73177697770612,129.68679846738462,129.6268763420716,129.5359719478303,129.43720539471767,129.3280975048703,129.22308905445334,129.1152759408552,129.01121229695036,128.90746300964955,128.81207385090198,128.7086036434389,128.60337400629743,128.49176507786024,128.3719767188088,128.24413123086453,128.11510811055192,127.97600201757848,127.82324504629801,127.66978002197047,127.52491236135351,127.39142384135842,127.24147407052567,127.09026148158293,126.93915080653873,126.7860709853458,126.64910567407658,126.52069202413999,126.40245041520284,126.2921917366643,126.19514979448088,126.11846952987122,126.05299877468386,126.0117358955953,125.99420667592969,125.97145301583254,125.94049083602262,125.93429946714076,125.95286452226857,125.96858094165896,125.97845729104014,125.981585657131
91.94111870433389,91.95217629896649,91.96974937265183,91.9912084937013,92.02334230576132,92.04832881596529,92.07216341145285,92.09323892097,92.1245453620124,92.15620341615845,92.17945892075116,92.19610150957357,92.1994390506662,92.19471647688353,92.17728196275307,92.14881915441134,92.10254605962398,92.04397939573182,91.98064858577906,91.92316002727769,91.87006811922302,91.8322005688959,91.79766222231288,91.76743879719452,91.7333108869534,91.69420195782173,91.65041489900338,91.59703239341286,91.53575487618049,91.47224441154937,91.40602154930427,91.33020663897447,91.25573315862034,91.1791714299716,91.10533138680017,91.02208052736215,90.93716342262688,90.84533808046409,90.74734030805558,90.65989151151037,90.57499209669987,90.49185893130745,90.41344620537738,90.34514344758206,90.28701294010001,90.23072198078724,90.1905108083113,90.17217836107653,90.15533808475848,90.13298437202906,90.13442896613226,90.1591645596639,90.17975241764832,90.19685883429617,90.20581318722083
12.59397992958791,12.596839362792872,12.59604009647909,12.60394507972417,12.605863345079694,12.610231709837075,12.617072457704277,12.62810656456057,12.629474056945597,12.622109224714393,12.619795705882243,12.624064883314459,12.63466330873289,12.653895145697097,12.67558633265023,12.694528352088152,12.722998885452345,12.757751506994643,12.793343070773112,12.809142322082543,12.812203037447702,12.803655093733662,12.784163494882991,12.758810052198085,12.733105025417528,12.711165548747083,12.69002665864142,12.67510047741771,12.66389318413132,12.656766689111803,12.650183134379782,12.646303451475081,12.644286743347768,12.642446429572793,12.636138132390862,12.630557406819602,12.624210325753994,12.62254343929473,12.629327593040536,12.641024377935453,12.655111609816007,12.672072086537417,12.69270924578683,12.716451134549661,12.745556172169604,12.77861003828013,12.80645113754499,12.836521417140183,12.866469810794797,12.901490155210972,12.920072347734868,12.921121941755858,12.922025450051976,12.927261588265976,12.935648171434302
10.835159113942296,10.836726130368591,10.83253886092284,10.833219882479865,10.827851617307662,10.82743543623068,10.830680098965237,10.836941528184926,10.837275463576225,10.832939744477846,10.834251815279723,10.83690284322704,10.842552360772732,10.854370591832048,10.86930940756697,10.881509758800872,10.899970778048454,10.91916405477491,10.938890409531869,10.940338326181061,10.932764841324794,10.923684042555863,10.909885367616862,10.88874790037395,10.868403774700107,10.84999104667114,10.833763033789614,10.820908119223244,10.810215527465168,10.80420075020805,10.797249708908929,10.789256547293197,10.778717807884282,10.768986029468367,10.758798074622819,10.751404550078492,10.748471661639455,10.748965848083742,10.751206573888703,10.757265199526191,10.761295641667294,10.764839276332056,10.771496483143467,10.779792789224834,10.789421936441952,10.80103348809659,10.809526730344928,10.82013125130777,10.83190608350728,10.846216625349305,10.852948957059834,10.848464216522409,10.846775384123644,10.847888582035267,10.854088497576294
25.982813279835,25.983182559589363,25.983788086689543,25.98455125067613,25.985729196560765,25.98685496046625,25.987883365242563,25.988798929673326,25.98982749684616,25.991186188035158,25.992216529110895,25.992779268181014,25.99286480275092,25.992460458338574,25.991696180213353,25.990660762329494,25.988964725984147,25.987091524264997,25.98485668972321,25.98282907664002,25.980501713612696,25.97836411048788,25.976296599326716,25.974466228825307,25.972370150404604,25.97024071106571,25.968007230404083,25.96556097634234,25.962882313510626,25.960176984135124,25.957166338979615,25.9538683761688,25.95056556982503,25.947435870995605,25.944660358611237,25.941473347864086,25.93829677463971,25.935143703280975,25.931955788201908,25.929188947038462,25.926618381699964,25.924315250851198,25.922106781816186,25.920102547063095,25.918490493274625,25.917066662528878,25.916001496139803,25.91558766452571,25.91505474994649,25.914294063681336,25.914148710526188,25.914554791854872,25.91495716797479,25.915286250106313,25.91546397909528
26.31221336993672,26.31259159652985,26.313215751606112,26.313997153090753,26.315162540462815,26.31625897985107,26.317283432037314,26.318194279927653,26.319162717710622,26.320514794161788,26.321525487357157,26.322058451630017,26.322110826951242,26.321673487119153,26.320895862478956,26.319870696515746,26.31818110986636,26.316315772613635,26.314058204979307,26.31206647690432,26.30972855570245,26.3076140507231,26.305571449703333,26.303782526981188,26.301712307683566,26.299621723260994,26.297450097899038,26.29507166585224,26.292453921467335,26.289807682396017,26.286837236350816,26.283592983724862,26.280363024597015,26.277289238425816,26.274587045780454,26.271455986633875,26.26835323424307,26.26528718218905,26.26219741027214,26.259523375499175,26.25703620391174,26.254810264498985,26.252659953120464,26.250686066916295,26.249078195855375,26.247649550027976,26.246541700246883,26.24611098813159,26.245557613846294,26.244770433320138,26.244537663443126,26.24488854817483,26.245265973216355,26.24558118456574,26.245756694293338
17.151227387128884,17.151417682130845,17.14927887596,17.1504519852808,17.148864030448742,17.147037585663213,17.14427063181078,17.142455127131115,17.138489873965966,17.130794539421995,17.124122813137202,17.1206921080732,17.116871679791863,17.1173842048203,17.11774077635535,17.116772341212474,17.11982118831733,17.125450729817462,17.13089923153111,17.13137554975374,17.13125746998019,17.12863638349896,17.123025150259725,17.114147119103922,17.107491600795306,17.100852732084924,17.09235377464568,17.08427632235186,17.077226578826043,17.07041339194546,17.06395279231818,17.056688846525862,17.048304149478955,17.04039074997228,17.032480876468785,17.02336829249494,17.016134486071785,17.008632896219964,17.004465743052794,17.0003529187596,16.99844967924048,16.996998156952927,16.996443386109025,16.99629991149708,16.996942017695012,16.998584359990147,16.999048472187678,16.997653619864607,16.995855435940914,16.99515190690994,16.991029243421416,16.986918558462225,16.980457436136337,16.976303684039127,16.972312045158652
16.206348111777583,16.206787845513425,16.20615175324885,16.207384203145192,16.20581580855635,16.203729376397828,16.199662428570058,16.19646489523792,16.19235769708471,16.185220913813637,16.179367105722296,16.176757592422298,16.174423717146375,16.178478902669667,16.180947809434418,16.180396374319603,16.18509726618947,16.189247891049867,16.192669041185532,16.191925484905425,16.1896605409534,16.183045463605453,16.175378467887793,16.163680525047894,16.156299745875028,16.149068513982034,16.138879217597193,16.129625790500775,16.121111292302487,16.113122024612423,16.104371771232692,16.094126153538546,16.082055260964605,16.069586120860855,16.057864402114472,16.047510484147775,16.035887290805885,16.026235610579704,16.020150611165192,16.015784598331003,16.01437111911647,16.014919769056352,16.01613457646039,16.01955040644278,16.0254736242918,16.032420367718228,16.038741920460346,16.043661887248156,16.047884062474925,16.053314293027523,16.05504776206006,16.05444014118177,16.053075455647864,16.053837765076704,16.05347282984122
24.988481375638983,24.98875367729754,24.989316169252156,24.989974614023687,24.991072634988427,24.99189362164248,24.992712609883753,24.993476946340163,24.994422755172078,24.99552994397516,24.996333428628812,24.996978254406315,24.997231429683115,24.99721704185419,24.996761662162232,24.99608258451883,24.994850913304763,24.993322276554217,24.99158320124104,24.990125620702916,24.988556122809324,24.98764829986704,24.98690339357426,24.98647537455369,24.9860154733718,24.98536477946212,24.984558662169444,24.98343517380116,24.98200588753454,24.980533251175906,24.97895038621676,24.97714213921192,24.975361025678996,24.973452764268128,24.971595209462485,24.969504477021342,24.967367366108526,24.965004469427416,24.962309731073965,24.9599269970192,24.95758860042581,24.955357570755574,24.953189044896437,24.951244384884703,24.949538381250726,24.94774225042621,24.946220531113795,24.945584828652088,24.94490201607411,24.943962458620916,24.943984868060095,24.94480080802814,24.94553328563343,24.946140000767553,24.946538614036612
25.319445400825472,25.31971651810474,25.320268568921403,25.320916927475057,25.321970549595694,25.322753953785984,25.323553340838018,25.324311976714693,25.325174697590374,25.326256222455093,25.327023363919164,25.32765118286908,25.327906735968316,25.32790062225509,25.32744525889756,25.32680582243887,25.32561535770419,25.324153559869213,25.32247190180972,25.321115541234235,25.319590608531612,25.318761507697126,25.318098685393515,25.317795149811634,25.31748792593381,25.316993743986,25.316344109611162,25.315366447942054,25.314068782088473,25.312739175807476,25.311286974441806,25.30962663841545,25.307991728277436,25.306219710520264,25.3044801384149,25.302531701224012,25.300541417751923,25.298334233284937,25.29577882159798,25.293520067753914,25.291288698092593,25.289162823054827,25.287076076360382,25.285204324170913,25.283536568817706,25.28175281453016,25.280204339774713,25.27957834443942,25.278887308215428,25.2779493180783,25.27793381743429,25.278718459724544,25.279446414819574,25.28004605040507,25.28045981962663
17.095595933515803,17.09554981112781,17.093150156677012,17.0917094665508,17.087522384331205,17.086293690103062,17.0854501554823,17.084308722230713,17.080859819651437,17.074864221560297,17.069884837171475,17.066271086862585,17.062501552886697,17.059925887931307,17.05928373433194,17.05638582763533,17.056083671594262,17.056345652816542,17.056440621244203,17.052124722161487,17.047377760909786,17.04326756175751,17.037288566606854,17.02855869789724,17.02122103033159,17.01376470941952,17.006057154823154,16.99784526398299,16.989630869640216,16.982294386688867,16.975177928200374,16.967582195940267,16.958685259204522,16.950504583473688,16.941633557647297,16.932497864215385,16.925147632559682,16.918046690608215,16.911882344636854,16.906712354871193,16.901867361494922,16.897209498933996,16.893115674622116,16.890504792894095,16.886887578967524,16.884611417904416,16.881676908737013,16.877814773529575,16.87634102949439,16.875084815535438,16.8718577685603,16.868347605451426,16.8644164621897,16.862108088143643,16.862493453321967
16.434839790662107,16.434538375543244,16.43404197214922,16.43466568687619,16.433208997334347,16.4341367930358,16.434240887097033,16.433643610547264,16.431450922380826,16.427458743522237,16.425197125386234,16.423531511768356,16.42224010228258,16.422548903271537,16.423089959391675,16.422739227650126,16.42404993498439,16.42555259744813,16.425836051624003,16.423214024652182,16.420427070581585,16.41648321687386,16.411126370296692,16.403523811053287,16.39650503786504,16.390697827490218,16.383960985187862,16.37825443555103,16.37101368281509,16.364200803430105,16.355959759374024,16.346347279840025,16.334696997019602,16.323222905967704,16.311756946315935,16.30008719731761,16.287769261956196,16.274313654205997,16.26152060295711,16.250092520084607,16.238002868790378,16.22633536962164,16.215819640293333,16.20751637711014,16.198370267886958,16.191292544506968,16.185146980982747,16.178223948989498,16.174422677984083,16.171481972362553,16.169382879141462,16.166903468531263,16.164644415360883,16.164025428399473,16.164169707093773
16.36510475126989,16.373322833525418,16.38812861008776,16.39507005490714,16.39982447647417,16.400178621961828,16.40381427199096,16.406869772022542,16.406900896925304,16.410578104012277,16.413818229092325,16.425734023881233,16.44041626196921,16.45796208054787,16.472926900132922,16.487157962310572,16.492443159593705,16.4835068317055,16.47471330653717,16.47028553911011,16.45969510379529,16.45085777457252,16.449600607814688,16.44892669172126,16.4484197618073,16.443242741481342,16.434974481824373,16.42707414252005,16.41764825778999,16.409236465381984,16.401218948799713,16.395999569229776,16.38702230551378,16.373963071735503,16.356966994180862,16.339639319445755,16.322045495118186,16.299452991610103,16.276355350576686,16.25496559296696,16.241234358043634,16.22608453641467,16.218476104662056,16.22064260339847,16.226591138947537,16.23817557847499,16.258874376909315,16.281642241148358,16.299777499780152,16.313313316219396,16.32417729718707,16.329215291736798,16.326062180493675,16.32664643243947,16.324859767414154
